5861589,0.1,-1.433952986334015,2
5862501,0.11,-107.81502935200116,200
5862564,0.12,-127.01343666964101,409
5864049,0.12,-31.253510047155103,46
5864574,0.1,-124.1203617948181,287
5864670,0.11,-6.836974913734706,11
5865450,0.12,-187.9872721449839,743
5866902,0.11,-50.11577589059441,92
5866914,0.12,0.0,0
5867496,0.1,-26.684549566765565,61
5868384,0.12,-203.66625770809347,951
5869143,0.11,-6.605869651897669,8
5869881,0.12,-6.548570569168642,8
5870553,0.1,-42.2575070870052,82
5871348,0.11,-7.374226236824847,6
5871399,0.12,-250.23356879897133,1329
5872824,0.12,-106.14336033408644,253
5873412,0.1,-68.3031141047811,127
5873550,0.11,0.0,0
1491,0.12,-28.87480534994008,17
2259,0.11,-22.827718433765487,38
2832,0.1,0.0,0
2940,0.12,-8.134795486950077,3
4410,0.12,-201.0924834001086,1165
4482,0.11,-2.4760976161469967,1
5742,0.1,-9.921438437177613,7
5898,0.12,0.0,0
5874318,0.12,-144.9852641306113,594
5875752,0.12,-54.457284409851965,123
5875815,0.11,0.0,0
5876376,0.1,-0.6236007362698073,1
5877183,0.12,-63.07650596977845,116
5877945,0.11,-4.483061660795411,9
5878707,0.12,-18.120710587268054,21
5879292,0.1,-107.84843412561884,280
6633,0.11,-197.71082245787224,658
7278,0.12,-136.93606301188345,280
8484,0.1,-144.40793560664903,551
8757,0.12,-34.14391947210376,48
8802,0.11,-7.284230992597313,8
10209,0.12,0.0,0
10932,0.11,-19.554875189134034,21
11358,0.1,-1.0627913412028551,1
11676,0.12,-235.1293613081302,878
5880165,0.12,0.0,0
5880207,0.11,-26.27720469652892,55
5881548,0.12,0.0,0
5882178,0.1,-16.967703339279584,36
5882436,0.11,-29.86247449081568,37
5882928,0.12,-61.60120445393281,165
5884353,0.12,-223.86987278291255,966
5884629,0.11,0.0,0
5885082,0.1,-100.15189149910935,202
5885742,0.12,0.0,0
13077,0.12,-89.90439984671735,274
13140,0.11,-8.12958269979596,9
14289,0.1,-21.25727205662481,26
14463,0.12,-264.95174726919294,1414
15258,0.11,-190.73601271762558,941
15969,0.12,-41.51015653319057,91
17268,0.1,0.0,0
17442,0.12,-6.76225786967197,2
17451,0.11,-169.34677154649805,319
5886810,0.11,-47.45271777298782,72
5887263,0.12,-200.33422640212012,947
5888040,0.1,-18.315694497376164,25
5888739,0.12,-96.08059123092644,237
5888952,0.11,-376.67035151301826,2318
5890191,0.12,-100.43630110404813,222
5890860,0.1,0.0,0
5891193,0.11,0.0,0
5891610,0.12,-67.75097878391293,88
18843,0.12,-104.81181977280825,210
19602,0.11,-86.9066556720632,162
20190,0.1,-210.62046342879282,823
20292,0.12,-15.344626577133267,15
21708,0.11,-290.27867828379993,1252
21717,0.12,-294.0676318910305,2280
23100,0.1,-58.64685733586644,60
23145,0.12,-207.46078737638112,970
23922,0.11,-33.77694473331381,33
5893065,0.12,-233.4214898581108,1480
5893350,0.11,-9.619258544705227,9
5893803,0.1,-20.798022733176662,31
5894448,0.12,-3.8730829915109686,5
5895537,0.11,-19.726677508420316,22
5895894,0.12,-27.297387231100664,39
5896728,0.1,0.0,0
5897376,0.12,-192.78629705941148,843
5897808,0.11,-42.175193077230425,66
24651,0.12,-15.046625365446742,17
25920,0.1,-57.83521790759123,82
26067,0.11,-8.898448426453406,4
26127,0.12,-73.04883908153437,88
27615,0.12,-90.3163554880513,151
28266,0.11,-107.54304265758522,150
28764,0.1,-208.2495000879507,694
29079,0.12,-21.664695489836223,21
5898834,0.12,-228.0734926020135,1154
30498,0.12,-123.11222302188224,383
30522,0.11,-40.06400552586681,64
5899554,0.1,-5.043278965005164,7
5900061,0.11,-4.643196033540397,7
5900241,0.12,-198.54604839355204,875
5901708,0.12,-123.2448696022036,422
5902290,0.11,-51.70330804255437,128
5902503,0.1,0.0,0
5903196,0.12,-1.5443301086372507,1
31683,0.1,-8.724199107775917,6
31971,0.12,-240.1405672831561,872
32745,0.11,-475.44918502371877,3362
33432,0.12,-74.52634760740919,96
34620,0.1,0.0,0
34734,0.11,-66.8469053677764,126
34947,0.12,-75.89512995698641,62
5904474,0.11,-2.094125763283446,3
5904648,0.12,-114.83965945810927,309
36414,0.12,-180.12750853203897,730
5905398,0.1,-85.5930387510526,215
5906175,0.12,-91.90775696252997,239
5906637,0.11,-80.64770909345887,206
5907588,0.12,-131.93335529477514,355
5908275,0.1,-10.367396892144498,19
5908941,0.11,-62.03678007545673,137
5909013,0.12,-121.49830953223154,403
5910435,0.12,-3.1178897817304474,1
36891,0.11,-10.602432919280334,12
37554,0.1,-53.914398803823815,69
37899,0.12,-59.50665673524028,64
39048,0.11,-21.841784561401642,22
39444,0.12,-28.525692855693343,31
40524,0.1,0.0,0
40941,0.12,-254.03831070354613,1021
41304,0.11,-183.6662513969365,463
5911158,0.1,0.0,0
5911233,0.11,0.0,0
42465,0.12,-264.66868655425003,1517
5911824,0.12,-4.94568023805555,4
5913339,0.12,-96.88665041016408,274
5913507,0.11,-136.32083693181713,371
5914179,0.1,0.0,0
5914863,0.12,-84.95650804428887,194
5915688,0.11,-10.882103847234767,12
5916369,0.12,-117.21585808259512,283
43446,0.11,-52.94709845642504,100
43506,0.1,-435.2348979512104,2590
44007,0.12,-131.74741139895207,290
45495,0.12,-159.05452690801647,353
45606,0.11,-158.41543904030885,328
46413,0.1,-49.34942947523502,70
46944,0.12,-194.09709458913392,548
47811,0.11,-220.58325824154468,686
5917203,0.1,-0.70681337132376,1
48405,0.12,-21.209322022356105,15
5917695,0.12,-6.88003709845325,9
5917866,0.11,-74.95316084836747,234
5919120,0.12,0.0,0
5920071,0.11,0.0,0
5920089,0.1,-4.168620654807323,5
5920611,0.12,-3.7558290388727777,4
5922078,0.12,-174.28041781144896,607
5922303,0.11,-63.6713156099795,186
49287,0.1,-8.860799265575237,19
49857,0.12,0.0,0
49953,0.11,-8.571457793556405,2
51339,0.12,-100.25035046145855,221
52209,0.11,-180.3808094264688,412
52209,0.1,0.0,0
