timesteps,lambda_rate,episode_reward,tardiness
129636,0.12,0.0,0
129636,0.12,0.0,0
131103,0.12,-261.28610987010774,1396
131103,0.12,-255.3727269657341,1309
131103,0.12,-256.40064223182645,1343
132597,0.12,-0.6722429707213291,1
132597,0.12,-1.7943474045204892,3
132597,0.12,0.0,0
134070,0.12,-27.212415156721413,30
134070,0.12,-8.141008397236147,15
134070,0.12,-49.03480769943078,42
135579,0.12,-241.94805669797213,1220
135579,0.12,-245.2549209665728,1193
135579,0.12,-248.4063625729965,1253
137043,0.12,-149.54132036245218,573
137043,0.12,-163.75976945239032,585
137043,0.12,-156.3873250888792,557
138486,0.12,0.0,0
138486,0.12,0.0,0
138486,0.12,0.0,0
140001,0.12,-14.922027494510132,11
140001,0.12,-23.763843938832352,23
140001,0.12,-15.864346239572484,11
141510,0.12,0.0,0
141510,0.12,0.0,0
141510,0.12,0.0,0
143010,0.12,-248.9580584142554,1042
143010,0.12,-257.36738942220506,1033
143010,0.12,-253.8755938064848,1002
144450,0.12,-99.20206475765443,334
144450,0.12,-105.97085457946453,319
144450,0.12,-105.77560073063839,337
145932,0.12,-28.852138019511035,48
145932,0.12,-29.199876116520358,63
145932,0.12,-18.126531223219857,43
147396,0.12,-109.18477999387154,148
147396,0.12,-93.61423339911293,133
147396,0.12,-95.91778019993488,139
148890,0.12,-65.6565738872559,182
148890,0.12,-61.99727870874987,169
148890,0.12,-61.402944669944105,158
150354,0.12,0.0,0
150354,0.12,0.0,0
150354,0.12,0.0,0
151743,0.12,-25.076349274085604,21
151743,0.12,-16.96345897832464,16
151743,0.12,-14.535615004024331,13
153237,0.12,-89.3862128268137,198
153237,0.12,-85.7274546559127,247
153237,0.12,-78.75899641413892,195
154782,0.12,-102.27475459726696,193
154782,0.12,-108.81777157136992,246
154782,0.12,-86.34437013665848,168
156285,0.12,0.0,0
156285,0.12,0.0,0
156285,0.12,-2.4387172673186255,2
157692,0.12,-36.193775006057216,35
157692,0.12,-38.4637148021523,36
157692,0.12,-38.97844232904493,39
159198,0.12,-278.3280453030657,1437
159198,0.12,-276.02327221889664,1382
159198,0.12,-272.3168948899095,1386
160728,0.12,-216.25635725288018,808
160728,0.12,-211.53562735926891,825
160728,0.12,-198.27910332427817,768
162201,0.12,-177.70940573488,487
162201,0.12,-182.57938317147483,508
162201,0.12,-175.4954542281115,495
163692,0.12,-78.2990659070935,259
163692,0.12,-82.62859823797372,284
163692,0.12,-85.28816833107942,268
165198,0.12,-79.27485360435628,238
165198,0.12,-103.01313097411372,234
165198,0.12,-108.77372666021185,265
166770,0.12,-287.14741611583315,1677
166770,0.12,-288.8326660528856,1696
166770,0.12,-280.68389226390275,1650
168246,0.12,-90.52717600783575,241
168246,0.12,-91.57545876620107,261
168246,0.12,-87.31222571612537,239
169722,0.12,-31.326146752847713,38
169722,0.12,-16.74894817512763,21
169722,0.12,-22.423856881161605,16
171207,0.12,0.0,0
171207,0.12,0.0,0
171207,0.12,0.0,0
172716,0.12,-61.917159056453784,84
172716,0.12,-71.4351571163564,94
172716,0.12,-40.494395320042585,45
174165,0.12,-75.48509694102695,133
174165,0.12,-80.07313522766205,148
174165,0.12,-82.06666196120773,157
175626,0.12,-61.242749363492756,73
175626,0.12,-58.90841702986866,69
175626,0.12,-61.65316258152484,82
177027,0.12,-170.48642146935103,658
177027,0.12,-169.44864612039675,689
177027,0.12,-155.5074017219092,655
178563,0.12,-6.290641012737745,7
178563,0.12,-7.287462798452692,9
178563,0.12,-0.8137500917060346,1
179991,0.12,0.0,0
179991,0.12,-1.5869274707331913,2
179991,0.12,0.0,0
181413,0.12,-11.256993798345087,10
181413,0.12,-17.874108418624598,13
181413,0.12,-15.963919465446743,16
182934,0.12,0.0,0
182934,0.12,0.0,0
182934,0.12,0.0,0
184353,0.12,-107.58551801836755,388
184353,0.12,-105.95023775960904,384
184353,0.12,-112.02039038815788,386
185829,0.12,0.0,0
185829,0.12,-0.9621114928388972,1
185829,0.12,-0.8786811341539397,1
187332,0.12,-194.53214344660145,642
187332,0.12,-188.65094747648578,661
187332,0.12,-187.31289536508183,613
188871,0.12,-300.4129864995756,2110
188871,0.12,-300.2743810487456,2063
188871,0.12,-302.69515287727006,2166
190380,0.12,-67.425446684465,106
190380,0.12,-57.69700302043251,88
190380,0.12,-72.66985920336896,81
191853,0.12,-135.29320906254338,326
191853,0.12,-142.70039769505988,305
191853,0.12,-143.2600670553217,342
193266,0.12,-66.74248569011152,159
193266,0.12,-82.60571877515335,173
193266,0.12,-77.46893397477602,148
194727,0.12,-132.7741588814208,288
194727,0.12,-133.0839627083304,293
194727,0.12,-152.29462820320447,315
196227,0.12,-53.69323294136345,70
196227,0.12,-55.798321996716226,73
196227,0.12,-74.17545649531017,86
197745,0.12,-264.63805917295525,1188
197745,0.12,-259.21105657970503,1156
197745,0.12,-256.81983007724443,1217
199200,0.12,-199.8506230754008,745
199200,0.12,-189.88372811665153,720
199200,0.12,-200.1368765718768,785
200742,0.12,-263.5639073255911,1107
200742,0.12,-249.19992400223572,1116
200742,0.12,-259.5295505548411,1186
202278,0.12,-0.8541941079009873,1
202278,0.12,0.0,0
202278,0.12,-2.235250559456202,4
203712,0.12,-3.6898568449203686,4
203712,0.12,-3.979207051348458,3
203712,0.12,-2.809441097102265,2
205194,0.12,-25.40904328575196,21
205194,0.12,-20.569369430753408,10
205194,0.12,-10.628131338677003,10
206598,0.12,0.0,0
206598,0.12,0.0,0
206598,0.12,0.0,0
208044,0.12,-13.189929443884356,8
208044,0.12,-21.36991394784925,17
208044,0.12,-11.356931707024026,14
209472,0.12,-209.90158439861287,685
209472,0.12,-207.95833022366972,744
209472,0.12,-216.65693837907938,732
210876,0.12,-0.5297278113931153,1
210876,0.12,-4.309445401726463,2
210876,0.12,0.0,0
212316,0.12,-83.20981309552364,115
212316,0.12,-78.40131923701009,102
212316,0.12,-100.88472697880613,143
213750,0.12,-1.4866792201311463,4
213750,0.12,-1.1114710409527042,2
213750,0.12,-1.2460384696114488,2
215259,0.12,-149.90307360803962,291
215259,0.12,-132.812536039605,248
215259,0.12,-135.83122734649965,258
216657,0.12,0.0,0
216657,0.12,0.0,0
216657,0.12,0.0,0
218175,0.12,-266.02033225872896,1582
218175,0.12,-266.28932725676873,1519
218175,0.12,-274.9559030378226,1590
219720,0.12,-63.87236345659745,81
219720,0.12,-66.10469992793091,119
219720,0.12,-64.8137554373271,108
221157,0.12,0.0,0
221157,0.12,-9.245686018212389,17
221157,0.12,0.0,0
222735,0.12,-144.08369142535108,345
222735,0.12,-117.70649831004506,319
222735,0.12,-115.48534476964127,265
224217,0.12,-233.16518252741835,804
224217,0.12,-227.69373723117195,820
224217,0.12,-230.14652270420956,825
225693,0.12,-90.14134847250276,201
225693,0.12,-93.46185847562218,205
225693,0.12,-113.2000386996203,199
227088,0.12,-135.76712960850026,498
227088,0.12,-131.9148193661466,499
227088,0.12,-152.08602392203292,551
228642,0.12,0.0,0
228642,0.12,0.0,0
228642,0.12,0.0,0
230100,0.12,-31.50746952295537,47
230100,0.12,-27.043725202796406,30
230100,0.12,-22.104686225802624,25
231606,0.12,-124.31532991001211,341
231606,0.12,-128.2095293589152,375
231606,0.12,-121.93482207528606,289
233028,0.12,-4.394723970940111,5
233028,0.12,-23.595721383700305,33
233028,0.12,-13.496396922024674,16
234495,0.12,-118.27263374265998,354
234495,0.12,-123.90205113354187,345
234495,0.12,-116.93054483642028,332
236004,0.12,-10.711503896045897,7
236004,0.12,-16.464766171207437,21
236004,0.12,-12.755565071049826,15
237537,0.12,-231.3130325855099,780
237537,0.12,-214.406484621446,718
237537,0.12,-210.11483597580343,738
238998,0.12,-17.588708284512993,13
238998,0.12,-23.381303194918434,16
238998,0.12,-14.675009182736497,27
240483,0.12,-100.6478023246066,124
240483,0.12,-118.53783282580412,139
240483,0.12,-96.77917750238281,145
241923,0.12,-0.8908571056812279,1
241923,0.12,0.0,0
241923,0.12,0.0,0
243396,0.12,-14.618068682987957,16
243396,0.12,-6.702796383768739,8
243396,0.12,-5.5846800245143635,13
244899,0.12,-228.79594304934685,1051
244899,0.12,-225.38715021249848,983
244899,0.12,-216.72302812159495,1000
246381,0.12,-61.982435692942126,175
246381,0.12,-54.87183331466913,122
246381,0.12,-50.26516685127744,116
247884,0.12,0.0,0
247884,0.12,0.0,0
247884,0.12,0.0,0
249336,0.12,-129.18590050794603,397
249336,0.12,-143.21468146522568,425
249336,0.12,-141.15456004322402,431
250728,0.12,-130.17135431876093,356
250728,0.12,-124.42851159997592,349
250728,0.12,-122.9440333009428,402
252228,0.12,0.0,0
252228,0.12,0.0,0
252228,0.12,0.0,0
253719,0.12,0.0,0
253719,0.12,-5.784484638904344,5
253719,0.12,-7.936852827241792,6
255210,0.12,0.0,0
255210,0.12,0.0,0
255210,0.12,0.0,0
256680,0.12,-13.762670324033087,26
256680,0.12,-8.450923125459072,26
256680,0.12,-6.686741913792649,24
258126,0.12,-0.8439318681213083,1
258126,0.12,-2.0873600600979576,2
258126,0.12,0.0,0
259674,0.12,-258.4783910587395,1220
259674,0.12,-262.27184722439375,1179
259674,0.12,-254.06105174018356,1169
261114,0.12,-1.6720143593102472,4
261114,0.12,0.0,0
261114,0.12,-2.766235124944116,4
262554,0.12,-3.4628756439538484,7
262554,0.12,-1.2092082851755994,1
262554,0.12,-1.271484774628807,3
264048,0.12,-225.31078412562087,733
264048,0.12,-219.68886678300774,709
264048,0.12,-229.09009731542008,747
265551,0.12,-17.752385353903446,11
265551,0.12,-17.138029897340864,20
265551,0.12,-12.056564419755894,12
267036,0.12,-253.41411315271992,1125
267036,0.12,-253.1508275430394,1132
267036,0.12,-256.8496310299315,1108
268473,0.12,-157.92688839314349,345
268473,0.12,-137.6794166862348,327
268473,0.12,-152.57654531781205,319
269952,0.12,-86.22773027192522,245
269952,0.12,-77.85496334022838,238
269952,0.12,-86.05524902273628,216
271461,0.12,-78.47375023646501,157
271461,0.12,-92.54321761077902,168
271461,0.12,-79.72063703303198,141
272922,0.12,-210.37634559039995,689
272922,0.12,-213.0108711871332,605
272922,0.12,-201.2110910208573,617
274416,0.12,-121.75296759769135,479
274416,0.12,-118.75260598567381,476
274416,0.12,-133.22344572550867,546
275826,0.12,-220.41008521253403,954
275826,0.12,-195.65554129383227,962
275826,0.12,-223.3352313353925,926
277332,0.12,0.0,0
277332,0.12,0.0,0
277332,0.12,0.0,0
278832,0.12,0.0,0
278832,0.12,0.0,0
278832,0.12,-1.2910355497625368,2
280296,0.12,-116.48812370794728,313
280296,0.12,-107.69845568355672,271
280296,0.12,-125.07430088593624,298
281805,0.12,-48.04174058878328,80
281805,0.12,-54.12325850736203,61
281805,0.12,-38.21594364169862,48
283299,0.12,-123.4956461427048,335
283299,0.12,-126.32207778654282,349
283299,0.12,-127.73665816507703,335
284781,0.12,-118.2191929367676,316
284781,0.12,-123.49450504859425,342
284781,0.12,-131.57915446821815,314
286269,0.12,-129.01890682468974,441
286269,0.12,-126.40798451934816,384
286269,0.12,-132.99198530226693,424
287685,0.12,-171.26596812684048,537
287685,0.12,-165.57233859178885,564
287685,0.12,-169.23398264085677,560
289185,0.12,-120.86971358018835,479
289185,0.12,-110.74090756355304,441
289185,0.12,-107.71830371018974,398
290625,0.12,-93.42999255472613,223
290625,0.12,-93.89370954758152,146
290625,0.12,-95.37442577682424,192
292182,0.12,-188.66188523938442,758
292182,0.12,-203.96216089099968,750
292182,0.12,-194.39550493410343,761
293715,0.12,-214.21074345940187,664
293715,0.12,-209.18418552866245,655
293715,0.12,-213.33516863167648,684
295170,0.12,-1.9209873134835875,3
295170,0.12,0.0,0
295170,0.12,-1.3626029454400108,2
296598,0.12,-74.15224774160477,112
296598,0.12,-71.40364519495492,132
296598,0.12,-75.38285696543586,114
298080,0.12,-212.42733759865294,955
298080,0.12,-217.90203150914212,981
298080,0.12,-206.26014977544008,920
299619,0.12,-58.665572508149964,123
299619,0.12,-72.4014343457465,116
299619,0.12,-64.04314877248437,126
301119,0.12,-31.66395494847143,27
301119,0.12,-34.26101745720932,46
301119,0.12,-37.42431558567801,39
302607,0.12,-71.58564762245769,114
302607,0.12,-77.39542976299052,121
302607,0.12,-72.9094017394951,120
304152,0.12,-283.49754341061714,1947
304152,0.12,-296.28163862887646,1923
304152,0.12,-294.99177197517747,1950
305586,0.12,-44.180776064327674,98
305586,0.12,-44.718141448548614,78
305586,0.12,-39.228836609610866,66
307050,0.12,-67.56248829030648,170
307050,0.12,-71.83424952086901,175
307050,0.12,-67.62772814809031,163
308595,0.12,-3.338132898767928,4
308595,0.12,-3.9352355251062665,2
308595,0.12,-11.172702362471624,10
309993,0.12,-56.422084383723714,107
309993,0.12,-54.66077695274426,112
309993,0.12,-52.75631620075666,95
311442,0.12,0.0,0
311442,0.12,-2.959648754223139,6
311442,0.12,-9.864353752076084,8
312948,0.12,-113.49914812235308,358
312948,0.12,-109.89592756468626,367
312948,0.12,-119.713974148769,378
314457,0.12,0.0,0
314457,0.12,-2.3428448179315082,4
314457,0.12,-4.268358409908836,8
315963,0.12,-38.7108228540738,33
315963,0.12,-44.61573130236815,47
315963,0.12,-44.64130504405241,62
317463,0.12,-40.76004818177001,56
317463,0.12,-31.295153454679053,46
317463,0.12,-51.72728838237703,63
318942,0.12,-137.04366169875914,234
318942,0.12,-132.17027820426674,265
318942,0.12,-143.1403955264267,251
320403,0.12,-53.52187652121105,75
320403,0.12,-60.680002300716914,98
320403,0.12,-60.8523215390608,89
321870,0.12,0.0,0
321870,0.12,0.0,0
321870,0.12,0.0,0
323310,0.12,-2.4007560554885066,3
323310,0.12,0.0,0
323310,0.12,-0.805699297340921,1
324765,0.12,-0.7469366271875105,1
324765,0.12,0.0,0
324765,0.12,-0.8108143980076915,1
326235,0.12,-22.500771671898768,18
326235,0.12,-21.034755050497836,27
326235,0.12,-15.279991877789795,23
327711,0.12,-157.74481891468784,472
327711,0.12,-162.29573678776424,498
327711,0.12,-155.1478711632211,480
329145,0.12,-185.21408229598154,690
329145,0.12,-214.03276954798724,745
329145,0.12,-211.68837923134998,731
330672,0.12,-108.33670472841953,264
330672,0.12,-126.60352063601043,290
330672,0.12,-128.6009075421337,277
332139,0.12,0.0,0
332139,0.12,0.0,0
332139,0.12,0.0,0
333660,0.12,-243.99417457589513,950
333660,0.12,-246.8479121316856,960
333660,0.12,-241.88846672474483,970
335088,0.12,0.0,0
335088,0.12,-0.895737256539689,1
335088,0.12,-1.9741671586760428,2
336591,0.12,-38.75083121651755,46
336591,0.12,-35.751668130306804,48
336591,0.12,-46.7769900764379,57
338040,0.12,-22.147679425796692,15
338040,0.12,-17.151746186512376,17
338040,0.12,-5.329025668249176,6
339447,0.12,-0.8185969633657486,1
339447,0.12,-1.8169050125688342,3
339447,0.12,-0.6802437757240374,1
340878,0.12,-55.46374450491477,66
340878,0.12,-72.73434435059994,111
340878,0.12,-66.1432895746365,91
342402,0.12,-150.58286776241553,288
342402,0.12,-164.33623704094975,344
342402,0.12,-149.1888381567484,303
343905,0.12,-245.46488664398728,1016
343905,0.12,-248.02023639295297,1046
343905,0.12,-244.10255280830074,989
345345,0.12,-196.8690061474483,656
345345,0.12,-197.1120850421999,607
345345,0.12,-195.38713667205144,599
346815,0.12,-0.7624814384345989,1
346815,0.12,-0.667171258630274,1
346815,0.12,-0.667171258630274,1
348258,0.12,-45.645513515377225,66
348258,0.12,-38.92688128688396,60
348258,0.12,-49.095749965804664,74
349713,0.12,-85.4777673671007,167
349713,0.12,-95.55088008095625,195
349713,0.12,-87.34519602347974,168
351174,0.12,-151.88646690309375,370
351174,0.12,-144.91991891964156,319
351174,0.12,-138.35315116448422,335
352611,0.12,-177.8009483664611,660
352611,0.12,-200.84136016058122,647
352611,0.12,-187.98199206546857,666
354006,0.12,-17.63270296379806,16
354006,0.12,-9.172171189319716,17
354006,0.12,-22.411724909905406,21
355461,0.12,-155.41628908335701,255
355461,0.12,-141.82255245750642,238
355461,0.12,-138.4928810476773,270
356982,0.12,-248.46824242614096,1006
356982,0.12,-235.24776172779372,975
356982,0.12,-240.4540482629703,989
358446,0.12,-84.10471317612313,179
358446,0.12,-81.02828772218685,191
358446,0.12,-78.74256519770368,165
359916,0.12,-122.42185314282321,313
359916,0.12,-105.85140084718113,252
359916,0.12,-128.8304105145721,298
361368,0.12,-247.34367928373285,1518
361368,0.12,-243.2306654027659,1516
361368,0.12,-247.62521917790068,1564
362835,0.12,-11.064423364227277,11
362835,0.12,-6.701765679832665,9
362835,0.12,-12.954955559306221,11
364320,0.12,-114.34412669908818,272
364320,0.12,-104.65541064158154,230
364320,0.12,-101.62452658557093,247
365853,0.12,-231.76405268211877,748
365853,0.12,-217.41578996292392,766
365853,0.12,-236.06058759891013,738
367236,0.12,-151.0245649967159,328
367236,0.12,-155.70434146455355,391
367236,0.12,-152.16223501522333,370
368781,0.12,-266.6478102408837,1457
368781,0.12,-245.9044141388246,1425
368781,0.12,-267.92389305248304,1515
370248,0.12,-13.799947757322457,13
370248,0.12,-11.991027389796287,9
370248,0.12,-15.621076952968023,9
371763,0.12,-98.80931380579787,184
371763,0.12,-108.75383771760931,264
371763,0.12,-114.10253904915167,197
373173,0.12,-132.8588994003764,472
373173,0.12,-136.9719973314477,467
373173,0.12,-151.9481863664279,515
374667,0.12,-205.35385004887164,857
374667,0.12,-224.7086235694789,907
374667,0.12,-213.94217421225045,880
376191,0.12,-8.021331041447052,9
376191,0.12,-10.293136117360781,6
376191,0.12,-10.10577166487686,9
377664,0.12,-192.00631327757566,568
377664,0.12,-183.2980209305341,522
377664,0.12,-189.13829142976772,598
379188,0.12,-254.3013390380339,1072
379188,0.12,-244.8971845589637,1068
379188,0.12,-251.39059401272146,1081
380727,0.12,-137.45460283707476,353
380727,0.12,-141.6951045581019,312
380727,0.12,-130.32743438995004,335
382098,0.12,-158.53488125022471,393
382098,0.12,-156.12772025357899,420
382098,0.12,-141.90400455991212,450
383532,0.12,-251.4779846639072,1515
383532,0.12,-257.90285442806595,1515
383532,0.12,-257.25935013355087,1519
385071,0.12,-39.298277828642846,63
385071,0.12,-34.507754292827094,33
385071,0.12,-31.233594107206155,29
386529,0.12,-9.925620994818559,15
386529,0.12,-13.003860493799788,21
386529,0.12,-5.785023292288654,8
388050,0.12,-161.29888585114261,402
388050,0.12,-134.3387289377004,366
388050,0.12,-164.83879236408148,409
389457,0.12,-98.67046452242911,223
389457,0.12,-95.42404021506363,201
389457,0.12,-95.578131228352,232
390939,0.12,-230.85987345593188,913
390939,0.12,-222.28445304812132,970
390939,0.12,-225.05318079496888,916
392460,0.12,-144.44018623389036,409
