timesteps,lambda_rate,episode_reward,tardiness
60750,0.05,-84.37269393367234,551
61000,0.05,-73.94642140077052,488
61250,0.05,-90.77791891773938,657
61500,0.05,-83.74170465060514,458
61750,0.05,-65.01880391008913,483
62000,0.05,-64.23535698525635,384
62250,0.05,-67.75911257678834,379
62500,0.05,-80.88169123242066,432
62750,0.05,-77.00971773880975,561
63000,0.05,-66.65643035669592,383
63250,0.05,-85.63241420535809,464
63500,0.05,-83.28359585880185,489
63750,0.05,-69.79872171238718,408
64000,0.05,-78.6276518552161,464
64250,0.05,-81.020315664203,463
64500,0.05,-92.47437837639075,575
64750,0.05,-63.02095062585302,352
65000,0.05,-82.78225552735778,507
65250,0.05,-90.42219445990173,689
65500,0.05,-75.14154630564293,419
65750,0.05,-63.40373692671633,397
66000,0.05,-86.94998226079181,471
66250,0.05,-74.26989341313826,429
66500,0.05,-78.95828373644176,517
66750,0.05,-67.54877402192278,465
67000,0.05,-67.08596111343786,402
67250,0.05,-76.31713698464057,550
67500,0.05,-74.42348066554176,373
67750,0.05,-78.15307539859081,486
68000,0.05,-73.56984881177657,450
68250,0.05,-90.56785501671612,676
68500,0.05,-74.39284862000237,333
68750,0.05,-81.60170565835257,502
69000,0.05,-70.97044755361746,511
69250,0.05,-76.8649497901658,435
69500,0.05,-76.80854280808683,553
69750,0.05,-70.2513674820924,488
70000,0.05,-77.43490650464928,460
70250,0.05,-90.59919012428848,572
70500,0.05,-79.44448689364683,484
70750,0.05,-72.91256432606686,498
71000,0.05,-77.22756847382811,457
71250,0.05,-85.60111529218375,545
71500,0.05,-62.12819577135808,354
71750,0.05,-76.12172025867442,472
72000,0.05,-74.46610595712443,503
72250,0.05,-84.81325120068172,603
72500,0.05,-76.87435004063548,489
72750,0.05,-67.19409952831232,359
73000,0.05,-67.20398804673145,529
73250,0.05,-70.41992474502483,424
73500,0.05,-70.7423180103233,423
73750,0.05,-75.90525076106088,411
74000,0.05,-59.5655610013442,333
74250,0.05,-80.71138095007936,539
74500,0.05,-83.031879866148,492
74750,0.05,-79.51534337846655,499
75000,0.05,-99.30565828683773,664
75250,0.05,-77.17681507430778,568
75500,0.05,-82.28631243341701,525
75750,0.05,-74.27182097665373,448
76000,0.05,-82.52826711965419,568
76250,0.05,-68.52143735010715,411
76500,0.05,-75.78306607926133,377
76750,0.05,-73.41633333747939,403
77000,0.05,-79.29119494396052,622
77250,0.05,-74.71055076774049,504
77500,0.05,-69.51644343873973,475
77750,0.05,-80.89468179149112,520
78000,0.05,-59.29664197875953,422
78250,0.05,-64.82134580223962,418
78500,0.05,-70.38358409812437,448
78750,0.05,-86.57078144688965,526
79000,0.05,-70.5099102646761,377
79250,0.05,-58.328952004135274,403
79500,0.05,-66.54901315762615,440
79750,0.05,-69.11066927934132,407
80000,0.05,-80.15447187677451,444
80250,0.05,-79.83520043858216,434
80500,0.05,-80.82707294094517,535
80750,0.05,-80.86593189902887,445
81000,0.05,-70.56384594220184,452
81250,0.05,-75.22154517356233,520
81500,0.05,-74.82191530086587,513
81750,0.05,-77.43709738607843,375
82000,0.05,-85.85524415040106,507
82250,0.05,-71.4076410623119,445
82500,0.05,-67.17927405022027,484
82750,0.05,-66.68490349823055,467
83000,0.05,-77.10716774771218,499
83250,0.05,-76.03848129136105,530
83500,0.05,-91.63906765698589,508
83750,0.05,-80.60648494006897,486
84000,0.05,-88.97814737110438,650
84250,0.05,-74.71418167405915,471
84500,0.05,-63.23140150689936,385
84750,0.05,-77.04317024654675,461
85000,0.05,-74.2503305595059,486
85250,0.05,-84.49767247425616,467
85500,0.05,-76.95643723997996,435
85750,0.05,-71.08177588208541,437
86000,0.05,-72.74901347660233,474
86250,0.05,-81.1891442161534,489
86500,0.05,-81.80625228543238,556
86750,0.05,-72.12735967047671,455
87000,0.05,-65.09041719625124,407
87250,0.05,-66.32060513727404,369
87500,0.05,-75.7731357771149,475
87750,0.05,-90.96823646500893,622
88000,0.05,-70.77483071680798,435
88250,0.05,-75.90852743825604,392
88500,0.05,-79.18675199406219,405
88750,0.05,-79.70511247675329,499
89000,0.05,-84.46860811328777,506
89250,0.05,-83.64586195182206,437
89500,0.05,-78.18405223387144,591
89750,0.05,-74.5828700509538,465
90000,0.05,-63.84368509163019,410
90250,0.05,-73.54269561677263,481
90500,0.05,-76.38113585718749,470
90750,0.05,-78.21711530965325,429
91000,0.05,-84.33057495309163,499
91250,0.05,-71.74301275185182,480
91500,0.05,-81.4107919852417,467
91750,0.05,-72.14466361070869,472
92000,0.05,-80.74725468367316,434
92250,0.05,-76.60812778049407,379
92500,0.05,-72.58848491760628,437
92750,0.05,-81.68615580180378,431
93000,0.05,-82.0033815361224,531
93250,0.05,-79.63418567927428,496
93500,0.05,-87.41305995469887,529
93750,0.05,-69.77588229924375,389
94000,0.05,-84.4888057711082,547
94250,0.05,-74.21821115030886,353
94500,0.05,-80.0939460294689,518
94750,0.05,-68.35612354442027,379
95000,0.05,-75.44399010558065,450
95250,0.05,-83.41080250469187,471
95500,0.05,-70.65197160460264,375
95750,0.05,-83.3653521679835,531
96000,0.05,-79.16578905651964,466
96250,0.05,-87.4505044321771,545
96500,0.05,-81.07082150461089,537
96750,0.05,-75.09337305417392,490
97000,0.05,-76.77082273184325,488
97250,0.05,-85.56750290553184,554
97500,0.05,-77.88622451035035,417
97750,0.05,-85.28858541897597,512
98000,0.05,-66.15870055115235,369
98250,0.05,-78.5030294006555,520
98500,0.05,-73.02808545830433,425
98750,0.05,-83.91134557587861,474
99000,0.05,-81.64189025052826,508
99250,0.05,-88.96364902129267,450
99500,0.05,-71.62349548686345,407
99750,0.05,-82.06483103809302,434
100000,0.05,-76.11117093341345,531
100250,0.05,-74.72785116535675,449
100500,0.05,-81.02179284799271,516
100750,0.05,-72.63975536188448,482
101000,0.05,-71.50208888050298,462
101250,0.05,-93.23954641646266,543
101500,0.05,-79.43120305657825,509
101750,0.05,-78.39391556029395,482
102000,0.05,-89.23808248095631,496
102250,0.05,-75.85511518189884,409
102500,0.05,-70.37221625891165,429
102750,0.05,-82.73664765769455,452
103000,0.05,-78.06244993624973,417
103250,0.05,-76.33687163469641,411
103500,0.05,-84.01152895722191,455
103750,0.05,-83.83724392958926,545
104000,0.05,-77.46783586057826,540
104250,0.05,-70.44301368931349,388
104500,0.05,-80.7083888256189,469
104750,0.05,-79.89730477227694,519
105000,0.05,-74.7974384379424,408
105250,0.05,-86.033169316092,549
105500,0.05,-70.97875610310508,399
105750,0.05,-77.86530541154623,372
106000,0.05,-76.61642134875208,502
106250,0.05,-80.77701157814836,492
106500,0.05,-75.5924787838573,494
106750,0.05,-84.24676959899031,431
107000,0.05,-84.19275757351906,489
107250,0.05,-76.20905832089167,477
107500,0.05,-77.57454017529989,473
107750,0.05,-80.70033296052434,426
108000,0.05,-74.30874885180503,395
108250,0.05,-79.914822286678,592
108500,0.05,-81.18123269302723,478
108750,0.05,-77.3072849546475,423
109000,0.05,-80.14701158627615,432
109250,0.05,-82.80418675360941,475
109500,0.05,-70.65754503210296,354
109750,0.05,-70.7932049815475,464
110000,0.05,-72.63817981685192,415
110250,0.05,-81.64436216383831,539
110500,0.05,-83.21792038204377,469
110750,0.05,-72.03833257854245,488
111000,0.05,-81.73735364713347,494
111250,0.05,-79.4349619666457,500
111500,0.05,-87.85833203647383,580
111750,0.05,-74.81443796926493,506
112000,0.05,-79.69703070925867,475
112250,0.05,-63.16339732577823,408
112500,0.05,-66.39207422537962,393
112750,0.05,-67.36298189025091,427
113000,0.05,-65.45957084000658,467
113250,0.05,-78.3669290523669,529
113500,0.05,-68.67843647748182,469
113750,0.05,-79.58306446037155,604
114000,0.05,-74.18839666513362,418
114250,0.05,-76.69480978546707,450
114500,0.05,-61.62190983442292,399
114750,0.05,-73.65687606028669,524
115000,0.05,-69.01653197024524,445
115250,0.05,-83.91489353498864,598
115500,0.05,-69.74880015735694,410
115750,0.05,-85.55510715535615,495
116000,0.05,-71.54262544810652,387
116250,0.05,-79.95499727134725,431
116500,0.05,-74.0860418024107,426
116750,0.05,-85.18010904572152,497
117000,0.05,-75.37106665873179,548
117250,0.05,-95.6611852676502,637
117500,0.05,-74.95075055885445,422
117750,0.05,-73.27730991971241,558
118000,0.05,-74.13505166980556,413
118250,0.05,-70.65129933304914,416
118500,0.05,-79.0412970495649,430
118750,0.05,-73.0199751414384,463
119000,0.05,-80.3438815263666,565
119250,0.05,-61.09992022081247,380
119500,0.05,-73.47893859251954,438
119750,0.05,-73.8451104524927,483
120000,0.05,-76.07630644545085,462
120250,0.05,-79.90712900529718,622
120500,0.05,-75.46376165358872,459
120750,0.05,-76.2576504224183,515
121000,0.05,-72.44870394574383,443
121250,0.05,-79.46975778206604,418
121500,0.05,-73.69558644737963,428
121750,0.05,-66.05871290787624,374
122000,0.05,-81.30413645456058,496
122250,0.05,-81.92801074943341,534
122500,0.05,-70.26414989404265,495
122750,0.05,-71.82578685230742,456
123000,0.05,-77.24322043199771,515
123250,0.05,-81.01693756438674,462
123500,0.05,-72.80163642587715,446
123750,0.05,-74.8741143808381,440
124000,0.05,-73.40534734304399,417
124250,0.05,-73.53141073652384,462
124500,0.05,-73.48474575719753,539
124750,0.05,-79.74237528231897,478
125000,0.05,-80.79420149192711,491
125250,0.05,-84.01548779875105,583
125500,0.05,-76.77456438829017,555
125750,0.05,-71.77089108206097,385
126000,0.05,-78.74926051011532,552
126250,0.05,-85.83327147545378,468
126500,0.05,-82.67334600497455,577
126750,0.05,-76.81671954315523,492
127000,0.05,-78.5009642150334,493
127250,0.05,-74.96263625777793,556
127500,0.05,-83.2726169805539,497
127750,0.05,-90.78212963007287,636
128000,0.05,-76.35163754484658,416
128250,0.05,-80.30185520757013,558
128500,0.05,-81.37135834792124,647
128750,0.05,-75.86395434736366,492
129000,0.05,-86.48837415157288,591
129250,0.05,-76.79994353413308,488
129500,0.05,-76.84901325594039,510
129750,0.05,-83.0179360576571,515
130000,0.05,-71.70139197803184,399
130250,0.05,-76.1762607855384,490
130500,0.05,-70.34523469167785,496
130750,0.05,-75.9279018187481,438
131000,0.05,-82.46014288786517,565
131250,0.05,-69.21543381483357,298
131500,0.05,-88.43751412025676,656
131750,0.05,-88.27043932579647,635
132000,0.05,-65.87419033577531,452
132250,0.05,-70.4361220901784,416
132500,0.05,-74.72252633750577,430
132750,0.05,-86.00215739480775,561
133000,0.05,-79.55344569898078,432
133250,0.05,-75.81499523817358,504
133500,0.05,-63.33384759565943,346
133750,0.05,-89.32534927777634,564
134000,0.05,-83.39476100582293,506
134250,0.05,-62.36830745162636,338
134500,0.05,-61.93235731204497,391
134750,0.05,-70.63178063407781,391
135000,0.05,-86.70436128241722,557
135250,0.05,-82.29055119906236,583
135500,0.05,-81.11012933341848,444
135750,0.05,-66.69342089665841,400
136000,0.05,-89.05730268599135,617
136250,0.05,-72.98701613016311,421
136500,0.05,-74.875447445612,484
136750,0.05,-72.32641682116846,459
137000,0.05,-73.44636920012948,506
137250,0.05,-81.85533982369836,509
137500,0.05,-86.68033921878614,600
137750,0.05,-77.26836855311667,619
138000,0.05,-85.19183592835239,525
138250,0.05,-72.22742457095356,448
138500,0.05,-72.06004745482697,426
138750,0.05,-71.13747555823012,434
139000,0.05,-85.12169428313427,699
139250,0.05,-89.74053085146419,582
139500,0.05,-80.95809271195355,471
139750,0.05,-70.95080505144352,411
140000,0.05,-80.75041302473912,524
140250,0.05,-64.98916624121647,422
140500,0.05,-74.58039647980155,416
140750,0.05,-78.94788190642421,484
141000,0.05,-75.6605790333469,389
141250,0.05,-70.86634824199363,411
141500,0.05,-86.40135022296661,506
141750,0.05,-79.05505600786022,510
142000,0.05,-87.16115378316647,496
142250,0.05,-70.04263451436319,459
142500,0.05,-72.55893096387153,461
142750,0.05,-79.09880421485687,469
143000,0.05,-65.35316476607542,398
143250,0.05,-73.65592758551031,452
143500,0.05,-77.93185883280503,582
143750,0.05,-78.39290283629427,510
144000,0.05,-79.67894153153216,557
144250,0.05,-72.17567052086625,425
144500,0.05,-65.74989726068613,419
144750,0.05,-72.41030544100555,530
145000,0.05,-73.4434115238565,520
145250,0.05,-81.75693884739958,471
145500,0.05,-76.9686407417038,523
145750,0.05,-75.88736956726626,467
146000,0.05,-78.82897031322746,559
146250,0.05,-64.14682268572903,438
146500,0.05,-67.76295087279028,447
146750,0.05,-86.97891324524724,574
147000,0.05,-69.43344480284489,435
147250,0.05,-61.669682782436915,381
147500,0.05,-70.58348412924413,504
147750,0.05,-77.3558322143587,450
148000,0.05,-75.13840289881125,494
148250,0.05,-68.28328689413473,432
148500,0.05,-74.74008637489251,417
148750,0.05,-73.96846316335312,487
149000,0.05,-81.83279305181016,461
149250,0.05,-69.91322530037193,499
149500,0.05,-68.83910227979061,490
149750,0.05,-75.45471853190844,418
150000,0.05,-71.15918264599495,419
150250,0.05,-77.8053726945517,383
150500,0.05,-80.45235248036283,474
150750,0.05,-76.41952386971276,418
151000,0.05,-79.18832894227903,483
151250,0.05,-69.03667892678398,391
151500,0.05,-67.78982490441867,350
151750,0.05,-70.91580926588172,397
152000,0.05,-77.29504897765116,545
152250,0.05,-79.76167877547405,516
152500,0.05,-72.30644298190735,427
152750,0.05,-81.91432119703755,514
153000,0.05,-87.68701121959084,459
153250,0.05,-75.25547312619018,505
153500,0.05,-77.51518694591218,535
153750,0.05,-82.87090618496227,538
154000,0.05,-77.53155987635898,434
154250,0.05,-67.06437708549772,472
154500,0.05,-76.00589072119757,514
154750,0.05,-79.00305761002858,433
155000,0.05,-82.1266179364888,531
155250,0.05,-85.6349880080549,758
155500,0.05,-74.21664604772785,434
155750,0.05,-62.9376329014609,439
156000,0.05,-82.30420448597594,439
156250,0.05,-62.109453572364096,403
156500,0.05,-62.027987711385066,377
156750,0.05,-79.82373314409081,434
157000,0.05,-84.96215987456644,615
157250,0.05,-87.45709426740594,770
157500,0.05,-84.9382642117111,539
157750,0.05,-90.29804325844005,583
158000,0.05,-78.66339955634058,543
158250,0.05,-76.37382001748534,520
158500,0.05,-84.75040933990955,566
158750,0.05,-89.70258001214276,540
159000,0.05,-82.11787624905901,453
159250,0.05,-84.08940329724821,420
159500,0.05,-75.77041148153981,471
159750,0.05,-76.45915943886506,501
160000,0.05,-88.47677975335753,670
160250,0.05,-72.46573998361364,442
160500,0.05,-65.28266957536559,512
160750,0.05,-65.88641310426112,431
161000,0.05,-66.80049331935592,418
161250,0.05,-71.88993399126653,438
161500,0.05,-99.83417952874882,734
161750,0.05,-86.49434257941925,572
162000,0.05,-67.23285516367463,433
162250,0.05,-66.88348692386997,363
162500,0.05,-86.2353599428471,659
162750,0.05,-67.53142455418043,484
163000,0.05,-86.10041006159516,638
163250,0.05,-80.4206651649577,561
163500,0.05,-71.8893901390698,381
163750,0.05,-81.1166423047957,549
164000,0.05,-64.97665801108205,445
164250,0.05,-68.72391639889571,424
164500,0.05,-84.69524908383009,621
164750,0.05,-69.16592980095446,525
165000,0.05,-67.32352024731848,423
165250,0.05,-79.0226129642276,458
165500,0.05,-75.72425195424911,434
165750,0.05,-79.99243473622178,560
166000,0.05,-74.63986535385905,443
166250,0.05,-76.62643472206966,557
166500,0.05,-74.25303199074193,450
166750,0.05,-86.5617932288154,492
167000,0.05,-79.45114143109963,417
167250,0.05,-66.59657665996183,418
167500,0.05,-82.95262887375571,392
167750,0.05,-80.65416091921131,502
168000,0.05,-87.76225044471647,582
168250,0.05,-76.90552209242928,473
168500,0.05,-74.96808307471383,493
168750,0.05,-71.48822880210223,463
169000,0.05,-70.63059159837007,385
169250,0.05,-59.562646369060715,392
169500,0.05,-79.51139475464413,504
169750,0.05,-70.44510685845144,493
170000,0.05,-70.33831176845494,470
170250,0.05,-85.94925551993074,539
170500,0.05,-73.34916239558909,421
170750,0.05,-74.88138471071298,500
171000,0.05,-74.2681400573189,416
171250,0.05,-77.31946444643467,487
171500,0.05,-64.11864692811196,411
171750,0.05,-82.12569377997495,554
172000,0.05,-78.51791316767627,476
172250,0.05,-68.49879065301126,351
172500,0.05,-85.46232468982383,608
172750,0.05,-64.44744359097284,427
173000,0.05,-73.10717519514657,462
173250,0.05,-83.26893082404864,535
173500,0.05,-71.76251354840014,393
173750,0.05,-87.90590838486719,633
174000,0.05,-76.3641590466909,554
174250,0.05,-69.97727532456139,498
174500,0.05,-76.86903512071977,482
174750,0.05,-77.4146728103329,535
175000,0.05,-68.23653091183898,440
175250,0.05,-80.36364690116832,439
175500,0.05,-69.82711794319472,421
175750,0.05,-69.03712560145074,456
176000,0.05,-68.43933248717306,426
176250,0.05,-63.55261052925637,374
176500,0.05,-81.76474481631452,530
176750,0.05,-79.55157384623557,478
177000,0.05,-79.45275984191423,483
177250,0.05,-72.3676113437788,436
177500,0.05,-75.92506465440503,443
177750,0.05,-86.17424216619018,533
178000,0.05,-82.43759454779725,628
178250,0.05,-74.72040612790225,390
178500,0.05,-76.4829181316246,458
178750,0.05,-68.26250862594073,455
179000,0.05,-74.00218487564948,423
179250,0.05,-72.60716386403502,494
179500,0.05,-84.18948163793725,479
179750,0.05,-77.32529446818012,522
180000,0.05,-84.43458879033224,544
180250,0.05,-92.60579393673623,623
180500,0.05,-57.087889369721374,330
180750,0.05,-77.46759885489828,383
181000,0.05,-68.8542782494773,433
181250,0.05,-68.01522021175224,435
181500,0.05,-77.55827168913191,491
181750,0.05,-78.52155612174832,540
182000,0.05,-67.1833852332804,456
182250,0.05,-71.82390809697128,473
182500,0.05,-71.96761727230019,497
182750,0.05,-66.67432929320675,400
183000,0.05,-80.4866768822565,473
183250,0.05,-74.82420525736605,477
183500,0.05,-69.04230089038755,422
183750,0.05,-79.23248527615657,500
184000,0.05,-81.2429522549719,566
184250,0.05,-70.6290692640574,416
184500,0.05,-86.68865549890131,555
184750,0.05,-76.86792789635706,526
185000,0.05,-73.31063495341029,440
185250,0.05,-87.42484571282081,541
185500,0.05,-77.97152747294021,454
185750,0.05,-82.25264929479083,505
186000,0.05,-80.96219997229443,533
186250,0.05,-61.904974044591334,459
186500,0.05,-76.57414512184376,455
186750,0.05,-73.32310721333995,495
187000,0.05,-85.77412322888472,471
187250,0.05,-74.60530667095244,498
187500,0.05,-72.55604482011324,409
187750,0.05,-73.81719843145818,473
188000,0.05,-76.5792270691121,440
188250,0.05,-75.90861417125977,342
188500,0.05,-79.35440574327573,514
188750,0.05,-74.25215405739264,376
189000,0.05,-70.84455274187107,461
189250,0.05,-66.5198304985669,459
189500,0.05,-78.81155986512529,624
189750,0.05,-70.39266963113614,407
190000,0.05,-65.84242864780678,376
190250,0.05,-65.25297861166092,449
190500,0.05,-61.98185651802638,437
190750,0.05,-62.249186943091495,404
191000,0.05,-79.84608593781633,498
191250,0.05,-64.7652311186653,481
191500,0.05,-78.36881672851842,522
191750,0.05,-85.88042070265416,580
192000,0.05,-61.25168607970909,420
192250,0.05,-91.27859658272659,536
192500,0.05,-60.959710997942565,412
192750,0.05,-84.62310806994923,551
193000,0.05,-71.62981252463123,470
193250,0.05,-72.67357254843584,400
193500,0.05,-68.63798185571581,417
