timesteps,episode_reward,tardiness
1829472,-202.42226526163776,1013
1830441,-200.99717140331003,988
1831410,-200.55294442896982,1024
1832379,-194.40023720334955,984
1833348,-217.92723715347194,1184
1834317,-209.70276059401436,1069
1835286,-202.07945130118767,1116
1836255,-200.0077596827054,1065
1837224,-207.87974437012656,1140
1838193,-196.8290609179731,1058
1839162,-210.53795592612752,1042
1840131,-214.51480801130688,1154
1841100,-201.8581625832571,988
1842069,-210.82024923878666,1122
1843038,-216.06177955192905,1125
1844007,-199.99820593769581,1011
1844976,-198.84928918154532,1000
1845945,-192.84478224921747,1055
1846914,-210.4350514664172,1076
1847883,-201.32798486544883,987
1848852,-195.0096954022353,993
1849821,-193.39150270993872,1020
1850790,-190.048960727118,1039
1851759,-198.87280779090386,1032
1852728,-193.99126231950177,952
1853697,-188.29170768140182,1047
1854666,-199.4658989138814,1005
1855635,-184.90989925819775,932
1856604,-197.09341173867435,971
1857573,-214.05931004786788,1069
1858542,-196.20199981752995,957
1859511,-194.46202695207808,1020
1860480,-199.065285942238,979
1861449,-203.08774085483643,1011
1862418,-203.5245432847826,1040
1863387,-192.40563999165764,990
1864356,-196.96986399790188,1027
1865325,-197.6139590526916,1028
1866294,-201.1762001636662,967
1867263,-192.70023119220681,988
1868232,-203.112736679243,971
1869201,-208.96808233213162,1073
1870170,-197.47135668060537,1113
1871139,-193.1038731388526,1027
1872108,-201.0015710987449,968
1873077,-201.5254685107423,1026
1874046,-188.60318306957052,1008
1875015,-218.69961346679787,1072
1875984,-201.54665432642818,949
1876953,-209.80247366275012,1084
1877922,-206.81643685865188,1054
1878891,-204.34670771878365,1014
1879860,-208.25050813901217,1107
1880829,-194.76225304918245,991
1881798,-192.49854558547594,990
1882767,-202.64791084765727,1024
1883736,-195.986964785525,1023
1884705,-188.5600747527107,940
1885674,-194.31262927669593,1007
1886643,-199.46610518416577,1017
1887612,-193.37366736119793,979
1888581,-193.78910044305724,945
1889550,-201.70278684551056,938
1890519,-196.0151387154255,928
1891488,-195.0159030420696,1030
1892457,-195.8660602248125,1007
1893426,-197.4345835327308,951
1894395,-198.03026494287175,945
1895364,-185.02759769741724,957
1896333,-186.2743581294225,991
1897302,-195.49739150760533,990
1898271,-199.27400323041596,988
1899240,-205.5287492160755,1015
1900209,-201.35450375964933,1045
1901178,-198.98837866174452,960
1902147,-197.97752779934808,1059
1903116,-192.32368464027078,1012
1904085,-197.43414234944703,997
1905054,-195.4820633284483,983
1906023,-191.4795456800419,1024
1906992,-205.04275129526567,994
1907961,-210.93058630903064,1084
1908930,-190.3742158736129,989
1909899,-201.3137088029832,975
1910868,-201.94919052823786,1040
1911837,-203.1048564810124,1089
1912806,-211.06696055868727,1078
1913775,-199.31459600663075,981
1914744,-193.27831598875866,1033
1915713,-201.9537782878083,982
1916682,-189.70885859911013,975
1917651,-204.3358575023353,1102
1918620,-214.44150540442055,1039
1919589,-189.8731081092069,1117
1920558,-205.91200618513798,1048
1921527,-201.4368906735818,1112
1922496,-195.52064652442468,965
1923465,-197.99628157390754,1037
1924434,-195.86502403507757,1024
1925403,-208.5556563108511,1018
1926372,-192.08377192943934,970
1927341,-195.74633997992416,1161
1928310,-198.36283652837554,965
1929279,-211.12173990833043,1056
1930248,-212.96914726178008,1043
1931217,-205.64925555791757,1028
1932186,-198.22665251871874,1014
1933155,-201.46283015865907,1026
1934124,-207.5460033640376,989
1935093,-206.0682570219165,1027
1936062,-218.44541398383768,1144
1937031,-200.39435992462032,1029
1938000,-200.37348026841804,1062
1938969,-199.66145872245698,1097
1939938,-208.90581359280938,1087
1940907,-196.07818100366475,1067
1941876,-211.42761787633782,1077
1942845,-198.70718087326242,1024
1943814,-202.8985876394587,1023
1944783,-202.39079559700446,977
1945752,-202.20146076030264,1094
1946721,-200.69922665969605,980
1947690,-207.6949325131437,1092
1948659,-203.32243633160326,1041
1949628,-211.1777054813801,1080
1950597,-201.10496900698317,992
1951566,-208.05518494422697,1055
1952535,-203.92599160261545,1104
1953504,-212.65419767300307,1141
1954473,-208.76209288664725,1100
1955442,-207.0280453569967,1058
1956411,-194.70594799076633,975
1957380,-204.98843094148273,1052
1958349,-209.23108391711781,1004
1959318,-206.10814387803222,1048
1960287,-203.55742786941664,1029
1961256,-195.368930605527,1010
1962225,-188.4315984654537,959
1963194,-204.00124648762454,1122
1964163,-191.31238835546839,953
1965132,-201.00689949192326,1039
1966101,-201.91333721265303,1077
1967070,-203.10826992982584,1006
1968039,-203.67500264777172,1044
1969008,-191.7209535896767,1022
1969977,-209.23039516477994,981
1970946,-200.78421649252843,1022
1971915,-198.37272904641463,984
1972884,-204.53177170166268,927
1973853,-191.7272249621633,986
1974822,-205.53082138893828,968
1975791,-206.2366713102792,1028
1976760,-212.18453516712393,1050
1977729,-209.10098158731142,1026
1978698,-216.7750556807792,1080
1979667,-207.68991385923238,1034
1980636,-198.81486689026707,954
1981605,-198.88377019863128,955
1982574,-202.7746653042264,975
1983543,-200.5175180851449,1010
1984512,-201.57362637613815,958
1985481,-201.88959505865694,1026
1986450,-199.94981467046708,983
1987419,-208.39502883856636,1051
1988388,-205.97872714442062,1002
1989357,-204.1134314384604,1058
1990326,-196.1069325752966,930
1991295,-205.56467124732762,985
1992264,-204.53230519511774,986
1993233,-201.44668813070152,1005
1994202,-198.89877694886823,1035
1995171,-204.09982742295983,1007
1996140,-208.56133623272012,989
1997109,-203.69479033231963,1038
1998078,-199.830786148283,1043
1999047,-204.3011401305379,1030
2000016,-206.16965379129334,992
2000985,-198.7438074063064,990
2001954,-204.1556906328239,1000
2002923,-201.78616170148354,1046
2003892,-205.95157669948912,1014
2004861,-199.8230287250085,1012
2005830,-203.59047685940226,952
2006799,-209.87242331119742,1043
2007768,-197.3379452344091,952
2008737,-205.77725089031034,1021
2009706,-204.57828260877656,1006
2010675,-206.40829299034158,1010
2011644,-201.84657640459085,950
2012613,-192.5256971250307,945
2013582,-197.19450992489598,1004
2014551,-208.09664354073757,961
2015520,-199.00715666388703,948
2016489,-227.11206216939217,1086
2017458,-195.27448782600945,953
2018427,-202.90047885887458,945
2019396,-196.53000247808288,972
2020365,-221.13024786026347,1119
2021334,-212.01985622524055,1015
2022303,-202.07100808635087,1000
2023272,-204.69963147848844,1145
2024241,-200.83220849198545,980
2025210,-203.7060843263554,1047
2026179,-198.2259403274789,951
2027148,-204.34410463947793,943
2028117,-184.78893761458608,945
2029086,-197.40706379341142,1039
2030055,-202.72009434530077,995
2031024,-209.5273344582804,1091
2031993,-203.92530462336066,1021
2032962,-208.87758619470463,1018
2033931,-209.42452948528452,1060
2034900,-210.60991502019684,998
2035869,-200.17955953730598,997
2036838,-201.78802088425553,957
2037807,-213.82504363925875,1011
2038776,-190.66152525831382,1003
2039745,-212.08675864973887,1070
2040714,-203.7943549316762,1076
2041683,-207.28453613421726,1059
2042652,-201.37369718524994,1016
2043621,-211.1799855632973,1012
2044590,-218.43006160315224,1173
2045559,-188.908268231094,1081
2046528,-203.58522067939728,1043
2047497,-202.11657456648575,987
2048466,-200.3680157864387,1030
2049435,-201.07141211495252,1031
2050404,-197.41317346360893,984
2051373,-210.4442829989836,1048
2052342,-210.74769663903743,1085
2053311,-200.06798820467938,970
2054280,-187.36885347438647,1002
2055249,-200.6968981372838,1000
2056218,-195.495263480801,1001
2057187,-183.51948596121815,960
2058156,-196.50096148467279,1010
2059125,-192.191078658379,1032
2060094,-195.23717550355286,1009
2061063,-197.9397702894367,956
2062032,-200.68029429170093,1023
2063001,-190.38853289771555,1020
2063970,-196.7859932477135,1067
2064939,-190.85612505136285,989
2065908,-207.77867320512794,1046
2066877,-190.25157264578698,901
2067846,-188.9873680815717,987
2068815,-199.95264539252338,1004
2069784,-201.30383770104237,1014
2070753,-207.195637655322,1085
2071722,-196.60845590807,959
2072691,-195.82846328606138,995
2073660,-205.3494273233065,1057
2074629,-183.80155352138928,970
2075598,-201.25949993326964,1049
2076567,-194.36636283322446,949
2077536,-194.57864736051593,996
2078505,-198.06588986686907,1011
2079474,-196.50924305594307,999
2080443,-193.36008734282308,959
2081412,-195.0797175871885,973
2082381,-185.66682036178258,1066
2083350,-206.09278932726824,1033
2084319,-186.6939532983784,957
2085288,-187.82818327957708,947
2086257,-187.37561244799258,1018
2087226,-188.47535658075964,1064
2088195,-187.34959569378267,1012
2089164,-198.86305230603975,952
2090133,-187.52143804678357,988
2091102,-193.90390329945433,985
2092071,-191.42978673378173,999
2093040,-191.3231555528496,957
2094009,-199.37380116963666,1050
2094978,-197.77403205487113,969
2095947,-209.88105970204532,981
2096916,-194.50702436842505,999
2097885,-184.1006889036371,1002
2098854,-198.47125907132585,1045
2099823,-208.16463573578497,1071
2100792,-194.4789011592004,980
2101761,-196.32042874695946,1035
2102730,-195.18362131243242,1046
2103699,-202.24283559881448,1032
2104668,-195.49823405501004,969
2105637,-190.06082968937622,1090
2106606,-192.31834005097156,1007
2107575,-193.083458006847,971
2108544,-198.46964406801172,995
2109513,-196.47776633264576,1081
2110482,-201.3808500605407,1134
2111451,-199.73521280094818,967
2112420,-204.6924092948286,1049
2113389,-190.19647376015251,1011
2114358,-197.04333682284667,1004
2115327,-201.25666847551358,1056
2116296,-203.95531565329827,995
2117265,-201.70525556911622,969
2118234,-206.93845893077267,1117
2119203,-210.15923663830284,1099
2120172,-193.00084124300395,1014
2121141,-192.96015526852116,1056
2122110,-216.47571891512553,1217
2123079,-194.11814186222878,943
2124048,-201.04912619388716,1087
2125017,-196.7592551194229,1005
2125986,-193.09725000464488,1069
2126955,-198.84356700115296,1118
2127924,-198.10843054990804,1059
2128893,-207.35056557620044,999
2129862,-194.30465838829346,1024
2130831,-191.15368985997947,996
2131800,-190.7901097384463,997
2132769,-197.88819900062276,957
2133738,-190.76764217619254,1001
2134707,-191.18404940928556,996
2135676,-209.96704328697504,1036
2136645,-200.44544789070898,1097
2137614,-203.11858783625254,1004
2138583,-195.8591077478886,1033
2139552,-184.9330846721197,955
2140521,-203.27527169465355,1200
2141490,-185.93867951435692,989
2142459,-206.5972796565859,1058
2143428,-194.27808182542327,1079
2144397,-186.91755315964122,996
2145366,-202.9160767270338,990
2146335,-209.93557331956382,1045
2147304,-197.42722480591027,1060
2148273,-204.05949776868823,978
2149242,-195.23506616810388,979
2150211,-193.8617864186009,1027
2151180,-201.88670329313106,1052
2152149,-191.83549010453206,1008
2153118,-189.1834607976593,1016
2154087,-202.63120651240345,1028
2155056,-187.66296854349093,962
2156025,-209.06687021524186,1065
2156994,-182.3458831979344,1029
2157963,-206.63541130005729,1081
2158932,-207.99911882784272,1130
2159901,-206.53294652337215,1064
2160870,-198.4582344144011,1034
2161839,-196.38983220810846,1047
2162808,-192.40626821123578,967
2163777,-189.03138031641703,987
2164746,-197.45835600658924,1046
2165715,-191.49622257718025,954
2166684,-202.88273665932948,1054
2167653,-204.17107561806694,1059
2168622,-208.7146508821141,1003
2169591,-194.56387264705944,1032
2170560,-203.82338160710265,1044
2171529,-196.80928499345697,998
2172498,-201.34971421032182,1126
2173467,-197.0161362224247,1150
2174436,-204.54132034995325,1115
2175405,-200.97719946443635,1076
2176374,-198.94048133111755,1185
2177343,-204.2741885125881,1069
2178312,-194.68606966455863,972
2179281,-209.60027319902227,1055
2180250,-216.70487618920268,1165
2181219,-212.04334387866317,1149
2182188,-197.6714101297124,938
2183157,-193.50149908979927,971
2184126,-198.13011912754877,1051
2185095,-191.1114170147378,1040
2186064,-198.7658198520808,1116
2187033,-198.66515188063104,1076
2188002,-199.29875194503217,996
2188971,-203.73947313492792,943
2189940,-193.7081918366835,949
2190909,-203.69153075969402,1017
2191878,-212.2688394305476,1138
2192847,-195.6224852367727,1029
2193816,-195.77483597599834,999
2194785,-190.75225676508046,1103
2195754,-200.29403901149982,973
2196723,-192.3629183135075,1030
2197692,-202.65330791286763,1092
2198661,-194.61858899376412,978
2199630,-211.86544057039416,1114
2200599,-200.4579593665772,1026
2201568,-197.93597688555582,1008
2202537,-198.7328016447867,1073
2203506,-188.4835747467385,1025
2204475,-199.84653414265148,1075
2205444,-200.1330611171159,1060
2206413,-208.45563602593143,1086
2207382,-203.79825871997147,1011
2208351,-208.1764009024679,1043
2209320,-201.69944680220905,1002
2210289,-204.26041009548652,1085
2211258,-208.13685859851765,1076
2212227,-224.06967898338607,1207
2213196,-200.5748373470286,1043
2214165,-217.07329044189134,1176
2215134,-188.91702704675095,1053
2216103,-195.06287887606587,1053
2217072,-211.33191880306325,1040
2218041,-214.67151990370385,1067
2219010,-186.40723066250703,985
2219979,-207.90751011544543,1051
2220948,-192.32586221226225,1000
2221917,-198.80295560995873,1231
2222886,-190.94787585094758,1029
2223855,-194.25267901840388,1082
2224824,-195.832130107838,979
2225793,-206.24846778756438,1113
2226762,-205.60281714319024,1008
2227731,-192.87042441430282,1010
2228700,-192.83985907921596,1023
2229669,-192.48441670402502,991
2230638,-207.31262323636767,1155
2231607,-211.04043861575872,1021
2232576,-192.6413539805286,1008
2233545,-186.51494981993469,1042
2234514,-197.5177270707666,1026
2235483,-198.49965791440988,1053
2236452,-195.82599100089678,1024
2237421,-210.0432421360718,1099
2238390,-198.5433557338864,1109
2239359,-197.37111065317904,1050
2240328,-192.47316727067042,1017
2241297,-226.34451149944883,1236
2242266,-204.0830802179221,1076
2243235,-207.25160895833753,1089
2244204,-203.24742054578263,1080
2245173,-206.74224194213056,1034
2246142,-214.65202964674415,1108
2247111,-208.12368247320214,1167
2248080,-200.75659102714673,1025
2249049,-209.87758891936625,1024
2250018,-196.1047374159118,994
2250987,-200.7648742419133,1051
2251956,-205.82599674538713,1067
2252925,-191.0408473974222,1080
2253894,-213.34832464150787,1123
2254863,-207.01209002443704,1084
2255832,-199.42943744233466,1091
2256801,-194.6047991481595,1044
2257770,-197.35139604786983,1081
2258739,-198.29204816758062,1095
2259708,-193.87125894303384,1034
2260677,-193.95143598134675,1031
2261646,-197.2126051225237,1044
2262615,-198.6533996946757,942
2263584,-213.6241612779265,1104
2264553,-199.36068914965935,1045
2265522,-195.9665114640678,1067
2266491,-200.52200317511188,1101
2267460,-202.81190635674443,1094
2268429,-201.76134241646272,1060
2269398,-196.44933125118632,1064
2270367,-199.95363385355543,1058
2271336,-212.58974259331123,1141
2272305,-192.66783695420025,938
2273274,-201.49898907328313,1100
2274243,-209.68098787894888,1067
2275212,-213.6805147970597,1067
2276181,-221.4158359465658,1100
2277150,-188.78238651071794,1041
2278119,-205.41705573491174,1019
2279088,-195.15110525381994,1064
2280057,-204.0656210864408,1124
2281026,-204.48076068859447,1087
2281995,-207.633346879738,1109
2282964,-185.3904380206123,996
2283933,-205.2178460509406,1119
2284902,-200.2675575524377,1075
2285871,-192.93441727533474,951
2286840,-191.61498844742937,991
2287809,-196.336292051828,1060
2288778,-205.45239380530154,1140
2289747,-190.5395350880086,1009
2290716,-192.6747270422202,983
2291685,-193.76508523239076,1002
2292654,-195.6635559917412,981
2293623,-202.13902377090565,996
2294592,-198.8018955958232,1040
2295561,-205.883059673997,1125
2296530,-203.59582712001549,1125
2297499,-201.2707309842283,997
2298468,-185.4993452109024,1064
2299437,-199.0751500619587,998
2300406,-200.82707640692848,1025
2301375,-186.01071493676005,1013
2302344,-196.84536054087368,1001
2303313,-208.13805486057834,1057
2304282,-192.60414418919822,937
2305251,-209.9456336611522,1010
2306220,-208.73534002115818,1019
2307189,-194.14461202465301,1055
2308158,-185.4288690507762,963
2309127,-195.14431542353705,985
2310096,-193.25265876085217,1035
2311065,-195.1845979974266,961
2312034,-189.5938662330502,1006
2313003,-191.68345528902313,988
2313972,-200.64720375296253,957
2314941,-193.1872622430595,983
2315910,-193.42705830793622,1025
2316879,-193.91686044296983,1026
2317848,-197.72349485113656,1142
2318817,-200.5543081655536,1128
2319786,-198.26351302629453,977
2320755,-199.02252652210382,976
2321724,-201.34350223491103,1093
2322693,-203.83675196896513,1023
2323662,-205.37469877911641,1049
2324631,-218.66155637382974,1287
2325600,-193.45796282855372,1008
2326569,-191.24704502309183,1038
2327538,-195.23126163345103,1059
2328507,-188.2211466711173,976
2329476,-192.75003859790414,1076
2330445,-193.46507340436992,992
2331414,-216.59073323066903,1118
2332383,-192.20860798611568,1071
2333352,-184.38526324888025,1002
2334321,-206.1216157563519,1096
2335290,-196.12436422780203,1035
2336259,-196.03966821534425,1024
2337228,-199.74954374035207,1113
2338197,-192.3356842480333,1123
2339166,-198.77006038471018,997
2340135,-189.53397628509762,977
2341104,-187.99558537180874,962
2342073,-194.45044474933167,981
2343042,-204.5930019229545,1109
2344011,-202.49894594091307,1109
2344980,-197.89226519162645,1061
2345949,-202.6534004264041,1225
2346918,-199.54804815593906,1028
2347887,-200.6626290150226,1029
2348856,-195.29356593789254,1007
2349825,-192.85607054673633,1005
2350794,-200.447562369738,1002
2351763,-193.7009298917499,1261
2352732,-188.78188990264871,1155
2353701,-204.08826986780755,1039
2354670,-192.67576206925807,1091
2355639,-186.30423466763665,1005
2356608,-207.28964144210815,1186
2357577,-198.8950209538773,1058
2358546,-207.30950588908988,1019
2359515,-198.28414596754985,1045
2360484,-190.92523247191608,1145
2361453,-215.1246738130592,1161
2362422,-207.18532892597244,1081
2363391,-210.8410976341779,1122
2364360,-210.08611817131867,1039
2365329,-211.32244369710904,1123
2366298,-212.07858669615985,1130
2367267,-211.4356470938117,1070
2368236,-207.68743820724663,1075
2369205,-208.59350548448919,1071
2370174,-201.55709530006595,1089
2371143,-203.599372144873,1164
2372112,-195.82748087895817,1052
2373081,-209.27823506371223,1092
2374050,-205.3812350803376,1137
2375019,-221.9758283805978,1141
2375988,-202.09079772009522,1064
2376957,-201.1275774889855,1042
2377926,-206.0585275548863,1048
2378895,-204.19468868362097,1063
2379864,-200.90376978157997,1013
2380833,-201.77868376288998,1067
2381802,-200.83393825751202,1060
2382771,-221.62799043311944,1107
2383740,-216.78047191855117,1140
2384709,-198.31391468078726,1035
2385678,-216.053798863639,1105
2386647,-204.90404856331975,1067
2387616,-208.68575546961168,1030
2388585,-211.96238579341812,1047
2389554,-199.02021849715575,1060
2390523,-217.11968541970532,1138
2391492,-201.48772219279064,1044
2392461,-208.9668800644946,1099
2393430,-210.31022974415032,1121
2394399,-204.51609023562895,973
2395368,-192.573945794374,1005
2396337,-197.1419661111457,1149
2397306,-202.46043703397612,1192
2398275,-197.61180077296618,1064
2399244,-202.11346431285668,1203
2400213,-206.0904728664033,1059
2401182,-187.95826028863604,940
2402151,-209.5798954991835,1025
2403120,-200.87857256415,1060
2404089,-210.3336103896997,1126
2405058,-196.28246613056004,1003
2406027,-201.28430559922194,1048
2406996,-194.8936295378475,1144
2407965,-205.2904625374412,963
2408934,-217.98007978558678,1183
2409903,-199.2140172840754,969
2410872,-190.86756539629894,1043
2411841,-197.91321205095375,1038
2412810,-191.17961329809552,994
2413779,-200.6530362123352,1030
2414748,-192.29898080257192,987
2415717,-203.64727822639261,1068
2416686,-197.3577861198719,1032
2417655,-195.1248317426096,1100
2418624,-204.37379923475305,1061
2419593,-206.59066651051583,1055
2420562,-190.99616117440192,1013
2421531,-195.241199132418,1042
2422500,-210.9372025783809,1037
2423469,-194.7114059869324,1001
2424438,-199.03809392722735,956
2425407,-196.39802362765244,1019
2426376,-194.2103640362728,939
2427345,-200.07877209822823,1026
2428314,-186.3196620042854,942
2429283,-199.89278655205115,1019
2430252,-191.89100936459639,1033
2431221,-199.3634790045452,1067
2432190,-173.18097797324543,945
2433159,-187.25294583050663,1023
2434128,-201.00980131035325,973
2435097,-193.29348254741777,946
2436066,-199.07244070913674,1019
2437035,-189.20489031186858,1005
2438004,-190.36799254676907,972
2438973,-182.60179376861404,1007
2439942,-200.13025239040763,1008
2440911,-186.97423056812806,1001
2441880,-201.3838563034176,1057
2442849,-197.6949613119598,942
2443818,-198.50166451680772,1035
2444787,-193.64990881025633,1050
2445756,-185.19527925009345,987
2446725,-201.70237984105268,1058
2447694,-193.94111462144022,982
2448663,-184.88369036076907,1052
2449632,-196.71478322836137,1060
2450601,-197.78947069225234,930
2451570,-201.44091847963224,1010
2452539,-200.75293672628126,984
2453508,-192.9259422217251,1119
2454477,-203.19701569292545,1019
2455446,-193.25118574956812,1020
2456415,-200.6264480910943,1070
2457384,-195.45680620033744,1093
2458353,-194.32954961502193,983
2459322,-201.38732796641858,1061
2460291,-196.27136911276662,1059
2461260,-203.2154706683146,995
2462229,-191.13112703076848,1038
2463198,-187.75862550737438,957
2464167,-193.65994915569595,943
2465136,-199.58813950043415,998
2466105,-197.1408214988408,1024
2467074,-179.33691197793803,947
2468043,-196.5035460155147,999
2469012,-192.51233370427838,973
2469981,-194.46620180921448,1044
2470950,-199.07898776713577,1025
2471919,-206.92494703425018,996
2472888,-198.98465144800468,981
2473857,-196.12895305136044,955
2474826,-208.3645768980828,1213
2475795,-204.21882610487665,1101
2476764,-191.7326201964616,1057
2477733,-206.66939540181534,981
2478702,-197.53580232449312,1037
2479671,-199.0894795052542,1007
2480640,-195.9535196132458,1001
2481609,-194.33098246573277,1016
2482578,-212.42981971340063,1095
2483547,-191.88530851509122,1065
2484516,-195.8733756874867,1031
2485485,-203.87946591302713,977
2486454,-194.72526690588538,1036
2487423,-196.7245093824813,1014
2488392,-191.6389785208209,989
2489361,-208.69732546332676,1040
2490330,-196.09429290998696,1031
2491299,-210.84733667256262,1068
2492268,-202.7492636082193,1008
2493237,-197.8518440499657,1043
2494206,-208.22992534156342,1018
2495175,-207.448069947245,1003
2496144,-196.84293574112877,1050
2497113,-189.2377309803834,1039
2498082,-186.3518457462493,953
2499051,-194.60570501273148,945
2500020,-200.53266219107715,970
2500989,-204.35280786315178,984
2501958,-220.3794009016261,1161
2502927,-188.23402011508816,958
2503896,-202.19118206856572,1019
2504865,-181.3028613360949,976
2505834,-197.7928397536719,990
2506803,-194.20172438604078,1022
2507772,-175.73423606134673,926
2508741,-190.3821495867438,1004
2509710,-213.81317834235588,1090
2510679,-201.07747215683517,1128
2511648,-195.18291291634674,1161
2512617,-203.87951323010842,986
2513586,-216.71688399220275,1175
2514555,-191.80037912017872,943
2515524,-207.81819572098368,1169
2516493,-192.2107715698007,1004
2517462,-198.45755284326614,1072
2518431,-204.79054946341455,1062
2519400,-191.29253129335498,1139
2520369,-208.83454973797822,1083
2521338,-198.6384182676744,1004
2522307,-200.2035507693093,992
2523276,-182.303945680259,1006
2524245,-210.28112855297869,1181
2525214,-205.8049736407112,1104
2526183,-185.71665150103192,1081
2527152,-201.04517269781346,1012
2528121,-196.21452048258882,1114
2529090,-204.96850862952266,1041
2530059,-212.5123192961526,1135
2531028,-196.39792601641767,923
2531997,-204.8939187605117,972
2532966,-200.4156303186593,1101
2533935,-197.40841315295333,1106
2534904,-209.27836639129904,1084
2535873,-200.93333994039986,1076
2536842,-197.45760694680666,1041
2537811,-196.36258809347862,1010
2538780,-196.20751977695863,1015
2539749,-197.13466969817597,1023
2540718,-198.2796372626543,981
2541687,-195.27283258780153,1039
2542656,-194.8054926669335,971
2543625,-206.66125597450633,1094
2544594,-189.49671138503987,989
2545563,-197.03121009044787,920
2546532,-192.75291311705718,1002
2547501,-199.16323866905185,1041
2548470,-178.8686213433197,1096
2549439,-196.6787265225627,993
2550408,-193.3940660780841,926
2551377,-200.11088792422842,993
2552346,-197.48457421836193,1035
2553315,-203.22600727575943,972
2554284,-189.10864774655983,949
2555253,-205.62685008261988,1073
2556222,-199.60795936988188,1073
2557191,-196.57469237612034,952
2558160,-193.19542791866715,955
2559129,-188.044715838113,953
2560098,-202.22626525393454,1048
2561067,-197.29661744533604,964
2562036,-206.76032868007027,1058
2563005,-214.0290443830963,1072
2563974,-199.40608107207376,983
2564943,-200.61214842741447,994
2565912,-202.84126775623864,946
2566881,-186.8184660853952,976
2567850,-188.61563508604743,914
2568819,-189.24705858748766,998
2569788,-197.12825091620599,1066
2570757,-187.86825540837887,1039
2571726,-201.94731799227685,989
2572695,-194.21875384496218,980
2573664,-200.05070727013313,1035
2574633,-197.28170234706738,1034
2575602,-201.07044634683197,1095
2576571,-180.505465638156,991
2577540,-197.18428241213215,933
2578509,-203.77087683539455,1021
2579478,-197.88297178695737,1107
2580447,-196.12071163329202,1093
2581416,-209.96254919688977,1026
2582385,-184.39091710860458,1043
2583354,-200.87696075129432,1011
2584323,-197.47107613648004,1017
2585292,-200.38198082421775,1000
2586261,-196.2750812166721,1010
2587230,-197.82974600312437,994
2588199,-208.84710580630485,1031
2589168,-201.04748417712972,1009
2590137,-205.81438717750711,966
2591106,-199.34059795385258,965
2592075,-206.66177031190824,1024
2593044,-202.41592164018138,1012
2594013,-205.78470956394935,952
2594982,-209.00783332840618,1024
2595951,-211.84676447878454,1031
2596920,-206.353146638831,1015
2597889,-199.0848907584029,1007
2598858,-191.1408513610018,925
2599827,-198.7432446188977,988
2600796,-196.7792209281983,1010
2601765,-206.99829761551177,1010
2602734,-209.76689839637922,1048
2603703,-195.62607579964074,958
2604672,-196.9825540621612,930
2605641,-204.74406840017105,1022
2606610,-206.9915819877056,1051
2607579,-215.13540816538875,1033
2608548,-197.79427571553677,966
2609517,-207.23642700449858,998
2610486,-208.31672883087552,1048
2611455,-201.0078999277858,1032
2612424,-199.50427244529678,1087
2613393,-196.62003322028053,1037
2614362,-200.93566969133914,961
2615331,-206.40432152391938,1067
2616300,-198.10003958420015,999
2617269,-204.20485787937432,1050
2618238,-204.11219046892575,932
2619207,-211.39244609247137,1052
2620176,-203.09935651848932,1026
2621145,-207.1429650381215,1071
2622114,-214.23816108311917,1094
2623083,-206.53834566862346,966
2624052,-208.60917870504758,980
2625021,-209.85766516823605,999
2625990,-206.2127156009947,950
2626959,-202.73006811895658,968
2627928,-207.46384586455866,1021
2628897,-203.70394693372958,985
2629866,-199.82097013893986,1006
2630835,-192.8109893214022,992
2631804,-204.99985950164324,986
2632773,-192.47476110033455,946
2633742,-201.1764588764696,954
2634711,-204.69517633718021,1006
2635680,-204.21264449504193,990
2636649,-203.17607785008488,900
2637618,-197.3478461977055,972
2638587,-212.89185200158633,1024
2639556,-210.81982942479445,972
2640525,-207.02116582310683,955
2641494,-210.25926187743488,1000
2642463,-217.66464115391568,1066
2643432,-207.16391065244434,1024
2644401,-218.80383518311697,1054
2645370,-197.09668681337226,948
2646339,-212.66169898341153,1065
2647308,-199.88448502354603,970
2648277,-200.1166353817112,885
2649246,-203.8689424085267,1008
2650215,-216.91248548523293,977
2651184,-211.9712712111691,989
2652153,-207.84361633343593,991
2653122,-215.34741297647682,987
2654091,-204.13256217001646,995
2655060,-205.65204284905448,1068
2656029,-202.2299250133636,1029
2656998,-209.45091125279407,997
2657967,-197.17244874812815,944
2658936,-203.94137927445803,997
2659905,-202.6593991579393,952
2660874,-207.03095220473134,1014
2661843,-203.56649880364725,942
2662812,-207.0709643587592,1020
2663781,-199.81476015114222,927
2664750,-190.88696067647115,994
2665719,-208.58852048761344,989
2666688,-214.08682355466357,1072
2667657,-200.80524136059984,981
2668626,-205.7326401801663,1021
2669595,-201.61477637201816,977
2670564,-207.9829805938767,1003
2671533,-202.89965318508808,972
2672502,-201.66110868223114,961
2673471,-206.96906749970577,987
2674440,-203.43134420877655,924
2675409,-202.94284414607645,938
2676378,-212.44851180780287,1024
2677347,-201.4677158076536,987
2678316,-197.53428827769326,1032
2679285,-205.21035607751801,1019
2680254,-206.7536763279022,958
2681223,-207.1045896774816,949
2682192,-206.36645265014914,997
2683161,-205.48146685808263,1030
2684130,-204.32291819900794,1001
2685099,-207.0703867291519,982
2686068,-202.72767832423642,960
2687037,-207.86120473683613,1018
2688006,-201.01458902769468,950
2688975,-203.62933584795064,1012
2689944,-212.14417177073386,1071
2690913,-203.28432053845364,963
2691882,-200.7366862606706,1019
2692851,-208.87306229348079,957
2693820,-213.46017089431606,1043
2694789,-201.59096373815166,1020
