timesteps,lambda_rate,episode_reward,tardiness
129636,0.12,0.0,0
131103,0.12,-264.6236048745623,1406
131451,0.1,0.0,0
131634,0.11,0.0,0
132597,0.12,-6.388830239290692,7
133839,0.11,0.0,0
134070,0.12,-25.923187726235806,24
134421,0.1,0.0,0
135579,0.12,-243.22544644871786,1286
135987,0.11,-42.14599887194764,55
137043,0.12,-178.33949537827496,566
137364,0.1,0.0,0
138231,0.11,-152.27077375486024,305
138486,0.12,0.0,0
140001,0.12,-23.18686725790307,16
140262,0.1,-45.43799665725915,70
140388,0.11,-33.076788048614766,55
141510,0.12,-3.6737026130346386,4
142626,0.11,-69.49953654537966,120
143010,0.12,-254.8338249247277,1021
143154,0.1,-38.9834746190088,57
144450,0.12,-100.8174460472331,339
144783,0.11,-64.60585194214664,149
145932,0.12,-32.49331643438806,57
146172,0.1,-21.47486306545683,15
147060,0.11,-57.099983832925105,94
147396,0.12,-89.51992687928366,127
148890,0.12,-63.77660259277197,172
148962,0.1,0.0,0
149295,0.11,-13.727132012301746,21
150354,0.12,0.0,0
151551,0.11,0.0,0
151743,0.12,-20.73943547353506,23
151800,0.1,0.0,0
153237,0.12,-73.10081557216006,170
153696,0.11,0.0,0
154638,0.1,-20.663253739123263,30
154782,0.12,-93.02365272109314,178
155898,0.11,-88.45110790670347,174
156285,0.12,-4.511239540411119,5
157548,0.1,-46.875247953000965,57
157692,0.12,-20.858514456117447,24
158205,0.11,-138.7734855200232,420
159198,0.12,-275.68425088635286,1346
160392,0.11,-281.8895278409887,1323
160506,0.1,0.0,0
160728,0.12,-207.67036193879198,783
162201,0.12,-181.86905787291383,460
162543,0.11,-3.0499918612830594,1
163518,0.1,-10.977399785855976,8
163692,0.12,-81.80567086654237,271
164739,0.11,0.0,0
165198,0.12,-103.0394657825242,228
166533,0.1,-129.87226133842628,285
166770,0.12,-282.3782514165889,1643
167067,0.11,0.0,0
168246,0.12,-90.86566077804535,258
169269,0.11,-23.239958720954792,18
169500,0.1,-59.47974446633302,106
169722,0.12,-31.760463100509604,42
171207,0.12,0.0,0
171549,0.11,-38.49611149341332,70
172488,0.1,-347.2041399014241,1127
172716,0.12,-38.36422504226321,30
173778,0.11,-1.2686791729422933,1
174165,0.12,-80.64730952994583,136
175401,0.1,-4.202725333517941,2
175626,0.12,-47.69219559911043,65
176103,0.11,0.0,0
177027,0.12,-162.52099405512078,609
178230,0.1,0.0,0
178392,0.11,-150.36560244171832,398
178563,0.12,-32.542591538691795,33
179991,0.12,0.0,0
180666,0.11,-260.9911481459963,1303
181101,0.1,-6.344083496937914,7
181413,0.12,-11.592330004026092,16
182829,0.11,-9.409086198970817,15
182934,0.12,0.0,0
184101,0.1,-45.13308538279518,71
184353,0.12,-108.25560243745268,381
184914,0.11,-25.79990839173211,23
185829,0.12,0.0,0
187116,0.1,-21.296922780127492,32
187140,0.11,-93.97656524664784,185
187332,0.12,-198.18769566775507,616
188871,0.12,-310.2884086426347,2132
189327,0.11,0.0,0
190062,0.1,-37.708461243818284,64
190380,0.12,-59.85324821220756,80
191535,0.11,-130.9155258490808,336
191853,0.12,-149.2394817061871,351
193011,0.1,-60.436756025536546,131
193266,0.12,-58.64944808864895,126
193791,0.11,-86.7799684243784,233
194727,0.12,-137.66454502937316,258
195903,0.1,-0.8951525714949543,1
196020,0.11,-286.7990729909355,787
196227,0.12,-43.93590850139617,57
197745,0.12,-274.9839361759643,1190
198189,0.11,-21.767931564347528,15
198816,0.1,0.0,0
199200,0.12,-200.93106126289632,721
200400,0.11,0.0,0
200742,0.12,-264.837423475316,1153
201867,0.1,-0.9666551999743628,1
202278,0.12,-0.7919556067868945,1
202590,0.11,-144.9913130187596,452
203712,0.12,-1.7083295136855428,3
204708,0.1,0.0,0
204795,0.11,-167.97753802795108,564
205194,0.12,-12.810885215154986,11
206598,0.12,0.0,0
207108,0.11,0.0,0
207639,0.1,-104.41676057448369,237
208044,0.12,-21.765341516782122,9
209352,0.11,0.0,0
209472,0.12,-211.96094541728633,706
210678,0.1,-82.30911902227986,174
210876,0.12,0.0,0
211554,0.11,0.0,0
212316,0.12,-95.10427061445816,128
213585,0.1,-178.20260898229856,800
213741,0.11,-207.77740719866492,610
213750,0.12,0.0,0
215259,0.12,-148.8733112029219,300
215904,0.11,-86.94905590742393,209
216507,0.1,-4.116653971564248,6
216657,0.12,0.0,0
218148,0.11,-2.033974062094331,2
218175,0.12,-279.8513867583895,1546
219366,0.1,0.0,0
219720,0.12,-59.62357080240531,87
220320,0.11,0.0,0
221157,0.12,-16.254515746306872,14
222339,0.1,0.0,0
222567,0.11,-59.17673364592568,129
222735,0.12,-130.8182610059911,282
224217,0.12,-230.84130954200864,782
224799,0.11,0.0,0
225291,0.1,-5.5078335966990215,7
225693,0.12,-95.29918137810571,218
226917,0.11,-3.5191141042868437,3
227088,0.12,-157.4387322172007,533
228336,0.1,0.0,0
228642,0.12,0.0,0
229098,0.11,-80.60202661745603,162
230100,0.12,-33.85051791222848,62
231267,0.11,-12.92457987962063,19
231327,0.1,0.0,0
231606,0.12,-136.73858299708766,370
233028,0.12,-11.159382710327677,8
233568,0.11,0.0,0
234375,0.1,-11.805418495955355,16
234495,0.12,-127.8399861122277,364
235662,0.11,-86.88098458593092,176
236004,0.12,-11.783495699342176,19
237393,0.1,-62.34690236904726,105
237537,0.12,-211.8860362852483,707
237927,0.11,-329.55203863924226,1347
238998,0.12,-14.001905788048358,19
240087,0.11,-108.71051955536905,369
240414,0.1,-236.7765145071271,1115
240483,0.12,-107.57014216934964,173
241923,0.12,0.0,0
242346,0.11,-194.02686914266397,596
243312,0.1,-3.0388427122711077,3
243396,0.12,-3.6637162014428193,4
244554,0.11,-69.22079384261778,178
244899,0.12,-231.37505034835823,1025
246186,0.1,-12.133798411348467,12
246381,0.12,-59.47744381217838,138
246822,0.11,-67.55839669774421,111
247884,0.12,0.0,0
248952,0.11,-224.2916061096129,914
249099,0.1,-53.42762781529839,58
249336,0.12,-137.9516292713832,422
250728,0.12,-127.74323633845741,388
251145,0.11,-39.4542937292319,45
252081,0.1,0.0,0
252228,0.12,0.0,0
253377,0.11,0.0,0
253719,0.12,-16.0098918620591,11
254970,0.1,-62.777270034366204,144
255210,0.12,0.0,0
255567,0.11,0.0,0
256680,0.12,-35.30745473277541,28
257778,0.11,-4.437608755065024,1
258024,0.1,-82.76723176551849,238
258126,0.12,0.0,0
259674,0.12,-265.27069659978383,1201
260028,0.11,-84.01096905419759,201
260892,0.1,-174.87564095460823,437
261114,0.12,-4.525430618030229,3
262242,0.11,0.0,0
262554,0.12,-2.375412365007554,1
263724,0.1,-5.989468385766922,8
264048,0.12,-226.4676864064741,769
264384,0.11,-126.05524979000279,346
265551,0.12,-29.08189174829648,30
266697,0.11,-72.62598534330012,115
266754,0.1,0.0,0
267036,0.12,-256.1676362928731,1109
268473,0.12,-157.90354401357175,295
268941,0.11,0.0,0
269658,0.1,-125.48467508731848,349
269952,0.12,-75.57236708334584,195
271020,0.11,-42.809007109151594,55
271461,0.12,-98.44384068818069,159
272580,0.1,-77.53167725500506,143
272922,0.12,-210.4050793961987,578
273318,0.11,-86.54474916372965,224
274416,0.12,-116.99076017293545,492
275493,0.1,0.0,0
275508,0.11,-90.07298690836468,193
275826,0.12,-216.67745748945057,927
277332,0.12,0.0,0
277728,0.11,0.0,0
278475,0.1,0.0,0
278832,0.12,0.0,0
280035,0.11,-189.3801881964489,526
280296,0.12,-111.13056887281431,282
281301,0.1,-30.250318350687788,32
281805,0.12,-42.89432050466008,57
282240,0.11,-283.8782128064245,1572
283299,0.12,-130.7421626221359,366
284223,0.1,-97.0343032652083,274
284358,0.11,0.0,0
284781,0.12,-117.06040867262918,291
286269,0.12,-150.32715366958246,383
286566,0.11,-7.341149276907806,5
287046,0.1,-67.92403497205812,133
287685,0.12,-179.38099682460944,505
288852,0.11,-141.17860370839455,464
289185,0.12,-106.38737630072991,393
290031,0.1,0.0,0
290625,0.12,-86.37465043381208,167
291069,0.11,-64.35358752086549,107
292182,0.12,-198.0547730117116,729
292986,0.1,0.0,0
293292,0.11,-28.10095814056137,32
293715,0.12,-211.45694343293843,682
295170,0.12,-3.0414376188003582,1
295545,0.11,-368.44606697752687,1393
295977,0.1,-68.44931475266701,174
296598,0.12,-77.92297806900193,143
297651,0.11,-124.88581768354496,314
298080,0.12,-204.57260665808684,941
298923,0.1,-1.0083447877282454,1
299619,0.12,-61.307851143079205,104
299955,0.11,-225.96742524924684,864
301119,0.12,-39.19271886499264,58
301770,0.1,-1.304987331816022,2
302100,0.11,0.0,0
302607,0.12,-66.62096556045795,127
304152,0.12,-299.1251061992821,1986
304227,0.11,-0.6173784417421035,1
304617,0.1,-7.7015313531683045,5
305586,0.12,-45.73337395378402,104
306429,0.11,-60.751520879679525,122
307050,0.12,-63.945290254036344,143
307497,0.1,0.0,0
308595,0.12,-21.731565631790513,27
308616,0.11,0.0,0
309993,0.12,-54.298735451093236,98
310512,0.1,0.0,0
310746,0.11,0.0,0
311442,0.12,-3.697231534781999,2
312867,0.11,-277.7905982576708,843
312948,0.12,-114.1691736722775,356
313374,0.1,-61.07017495724349,125
314457,0.12,0.0,0
314973,0.11,0.0,0
315963,0.12,-35.99506337100773,34
316371,0.1,-245.12772318832558,960
317157,0.11,-91.591123718763,125
317463,0.12,-43.61293033114222,73
318942,0.12,-138.0268192595493,246
319269,0.1,-119.08101121850243,297
319329,0.11,0.0,0
320403,0.12,-59.532619199755345,91
321510,0.11,-103.79592478227089,127
321870,0.12,0.0,0
322179,0.1,-41.57981283715322,55
323310,0.12,0.0,0
323727,0.11,0.0,0
324765,0.12,0.0,0
325146,0.1,-52.503848838026194,85
325998,0.11,-396.03927002215636,1739
326235,0.12,-17.07425774366641,11
327711,0.12,-171.20720330937516,479
328113,0.1,-17.89150595557384,17
328287,0.11,-9.149709922402883,10
329145,0.12,-199.0439810982835,687
330495,0.11,-19.44652157506739,29
330672,0.12,-123.20733840661813,260
330990,0.1,-80.08871793131836,123
332139,0.12,0.0,0
332757,0.11,-148.42275564572762,672
333660,0.12,-240.686868749982,942
333951,0.1,-53.91025881805737,87
334965,0.11,-318.11132604226094,937
335088,0.12,0.0,0
336591,0.12,-51.48288026297986,73
336936,0.1,-9.83087396714123,4
337320,0.11,-170.2257796224511,415
338040,0.12,-35.01615722070535,43
339447,0.12,0.0,0
339576,0.11,-141.89410432723827,428
339861,0.1,0.0,0
340878,0.12,-55.55569714445021,69
341796,0.11,0.0,0
342402,0.12,-161.5910869166859,406
342891,0.1,0.0,0
343905,0.12,-254.72632789847566,1014
343968,0.11,-2.8852249954614027,1
345345,0.12,-204.43491715617768,572
345927,0.1,-76.47620011191421,236
346158,0.11,-37.90336384356507,47
346815,0.12,0.0,0
348258,0.12,-45.199580207334456,80
348408,0.11,-84.10324453548687,95
348804,0.1,0.0,0
349713,0.12,-79.93152339600634,169
350679,0.11,-131.9527286157484,318
351174,0.12,-141.9798076917674,299
351678,0.1,-88.399783401475,183
352611,0.12,-194.84690966765643,576
352971,0.11,-11.83392582723645,8
354006,0.12,-27.70975463137204,43
354681,0.1,-13.163681832856938,20
355197,0.11,-101.76240081468023,251
355461,0.12,-144.0391502570165,263
356982,0.12,-249.2610674788003,981
357450,0.11,0.0,0
357582,0.1,0.0,0
358446,0.12,-88.09086609577557,170
359664,0.11,0.0,0
359916,0.12,-104.73634311112953,266
360516,0.1,0.0,0
361368,0.12,-255.32125543375227,1542
361896,0.11,-2.0924401406065334,3
362835,0.12,-22.679570045977837,35
363564,0.1,-191.23180713401507,526
364122,0.11,-13.908345100942359,12
364320,0.12,-116.96807957408741,299
365853,0.12,-226.2694919386994,801
366252,0.11,-140.3858454840057,570
366579,0.1,-83.01655966567397,168
367236,0.12,-159.71169048292884,346
368469,0.11,-44.55448445472394,76
368781,0.12,-259.64640483599027,1440
369504,0.1,0.0,0
370248,0.12,-22.177761123854705,22
370632,0.11,-0.9801759587213332,1
371763,0.12,-128.0413665057413,244
372456,0.1,-78.96838943565415,148
372801,0.11,-54.18850217514427,74
373173,0.12,-139.05552988987074,412
374667,0.12,-214.9503264202516,876
374991,0.11,-51.12009007999082,84
375327,0.1,-174.75712242742424,667
376191,0.12,-17.384479834484093,26
377178,0.11,0.0,0
377664,0.12,-195.44589299038648,527
378177,0.1,0.0,0
379188,0.12,-258.2899426778085,1060
379371,0.11,-7.126567068218102,5
380727,0.12,-126.41106903475645,326
381240,0.1,0.0,0
381606,0.11,0.0,0
382098,0.12,-135.26952587674248,389
383532,0.12,-252.04504405510926,1570
383862,0.11,-63.520447634557364,125
384198,0.1,-140.1385617873712,365
385071,0.12,-35.20699622777955,63
386037,0.11,0.0,0
386529,0.12,-10.36215239182855,14
387171,0.1,0.0,0
388050,0.12,-148.81099016847702,373
388326,0.11,-221.44789816131737,987
389457,0.12,-101.7614110344415,208
390075,0.1,-2.4102435807155658,3
390549,0.11,-18.226949645537662,13
390939,0.12,-230.37663289892424,964
392460,0.12,-154.42344321628872,447
392766,0.11,0.0,0
392928,0.1,-137.57461696707352,485
393954,0.12,-48.753269509252554,52
394974,0.11,-189.511661844292,451
395445,0.12,-274.1670815652237,1643
395733,0.1,-97.8705923225094,222
396939,0.12,0.0,0
397122,0.11,-68.91609653594949,94
398334,0.12,-217.44468232418996,999
398727,0.1,-161.0184858681646,529
399207,0.11,-184.29345169389936,623
399768,0.12,-90.01865696460423,154
401220,0.12,-186.41340105627262,471
401460,0.11,-113.43088879966507,182
401682,0.1,0.0,0
402648,0.12,-3.124748218335952,3
403671,0.11,-48.936754429903054,52
404112,0.12,-143.13380977798892,427
404568,0.1,-8.44640265927545,12
405531,0.12,-95.04178545841691,133
405876,0.11,-23.416199092498427,33
407046,0.12,0.0,0
407454,0.1,-7.6163970535978835,13
408021,0.11,-105.4290419318316,205
408513,0.12,-164.6492249555619,489
409995,0.12,-185.22665864752432,659
410157,0.11,-112.84064693848403,451
410391,0.1,0.0,0
411447,0.12,-34.14357977622575,49
412437,0.11,-232.2443723148746,991
412968,0.12,-38.726106089700366,55
413289,0.1,0.0,0
414444,0.12,-16.793577796319983,25
414627,0.11,0.0,0
415917,0.12,-203.88102721910067,877
416187,0.1,-156.03555161147,333
416793,0.11,0.0,0
417333,0.12,-143.52693971852818,475
418863,0.12,0.0,0
419031,0.11,-27.784086490652733,32
419079,0.1,-52.698367902393535,100
420273,0.12,-71.66849562794341,124
421179,0.11,-68.60317044466538,144
421758,0.12,-209.12608748546245,638
422037,0.1,-12.394090232347502,37
423225,0.12,-137.16256998937743,379
423441,0.11,-80.96809691614159,169
424713,0.12,-73.8996612409134,135
424932,0.1,-4.728708937777205,7
425592,0.11,-44.57626782589216,70
426285,0.12,-152.27700682907937,401
427752,0.12,-0.7132980959320824,1
427785,0.11,-35.60970398141167,36
427851,0.1,-55.85261519307234,96
429204,0.12,0.0,0
429939,0.11,-152.0948308800474,362
430623,0.12,-57.43507147598068,118
430863,0.1,0.0,0
432081,0.12,-116.42534595687276,298
432189,0.11,-91.96733290122147,247
433569,0.12,-145.33446565743287,622
433875,0.1,-176.90829811055855,417
434256,0.11,-48.58264965724038,59
435102,0.12,0.0,0
436449,0.11,-104.38553604612484,301
436620,0.12,0.0,0
436941,0.1,-6.9980195962501925,8
438144,0.12,-48.659910557225984,62
438741,0.11,-195.16016917410434,437
439623,0.12,0.0,0
439935,0.1,-3.1240006823926696,4
440967,0.11,-1.4698026720319077,2
441081,0.12,-246.938502268937,1230
442632,0.12,-196.5445766597627,567
442848,0.1,-220.75846281060444,804
443181,0.11,-6.918588649930023,9
444033,0.12,-1.0607217090134302,1
445440,0.11,-185.46337270298324,808
445482,0.12,-109.5428538199407,267
445797,0.1,-113.14461017013386,164
446916,0.12,-73.25290823391335,130
447693,0.11,-17.746187290810223,13
448431,0.12,-68.97913471946599,151
448815,0.1,-77.08546052373053,125
449832,0.12,-15.428022476643157,18
450012,0.11,-28.66903246132269,42
451275,0.12,0.0,0
451722,0.1,-152.05452039483401,448
452202,0.11,-55.773610423910256,69
452703,0.12,-71.59546149574548,143
454164,0.12,-80.33674460110234,160
454446,0.11,-319.2475636480789,1501
454665,0.1,0.0,0
455619,0.12,0.0,0
456618,0.11,-5.308299408457126,6
457131,0.12,-57.358377988052865,101
457614,0.1,0.0,0
458610,0.12,-165.86430459995603,607
458793,0.11,-37.360898475875,50
460083,0.12,0.0,0
460596,0.1,-6.4826740843419515,4
461010,0.11,-17.085855362371028,13
461574,0.12,0.0,0
463077,0.12,-38.64681490361957,87
463146,0.11,-37.97150826481939,51
463647,0.1,-9.883876461442542,22
464604,0.12,-5.565422169588718,2
465327,0.11,0.0,0
466071,0.12,-127.37349485052007,282
466659,0.1,-48.267739278443194,97
467532,0.11,-52.170695579460585,123
467535,0.12,-3.999045415120504,6
469017,0.12,-232.2805367096315,1000
469674,0.1,-18.5237348589193,23
469689,0.11,0.0,0
470511,0.12,-200.61722162840374,606
471840,0.11,-28.58763560055265,36
471957,0.12,-68.46054523967761,87
472653,0.1,-86.06258097666117,293
473403,0.12,-233.11610240067998,748
474132,0.11,-43.253581199741724,78
474879,0.12,-10.789065861190554,11
475635,0.1,-55.371858107795724,75
476337,0.12,-23.975302990315416,18
476352,0.11,-112.38043786442371,222
477786,0.12,-97.3264855277453,188
478527,0.11,-41.255061894703935,59
478584,0.1,0.0,0
479307,0.12,-70.54422140195794,109
480696,0.11,0.0,0
480765,0.12,0.0,0
481518,0.1,0.0,0
482217,0.12,-158.86575341622282,562
482820,0.11,0.0,0
483693,0.12,-182.06251570621407,528
484398,0.1,0.0,0
485085,0.11,-26.724615367474406,88
485202,0.12,-226.58801980949363,936
486768,0.12,-86.0931941489398,144
487206,0.1,-94.95686496709834,280
487380,0.11,-28.07452257225526,28
488253,0.12,-75.88139129971049,218
489549,0.11,-113.57160938152234,221
489708,0.12,-177.1824734776108,572
490239,0.1,-12.278940938463437,16
491247,0.12,-34.23028731928346,65
491670,0.11,-149.95617242485392,547
492720,0.12,-65.6239833939517,160
493182,0.1,0.0,0
493854,0.11,-58.42633042020483,77
494115,0.12,0.0,0
495591,0.12,0.0,0
496017,0.11,-3.6885284284162565,4
496032,0.1,-49.61849359665418,57
496920,0.12,0.0,0
498252,0.11,-343.8027452215154,1440
498393,0.12,0.0,0
499014,0.1,-40.26074695986647,42
499809,0.12,-99.13167660760287,251
500424,0.11,-8.72630167303087,7
501264,0.12,-196.36519556153962,668
501996,0.1,-50.19384719611324,86
502653,0.11,-21.066656300930234,9
502797,0.12,-8.761585263292103,9
504261,0.12,-73.6635198082931,219
504876,0.11,-139.19351802770626,231
504957,0.1,-7.165338431999618,13
505728,0.12,-46.51339859987727,58
507030,0.11,-10.131548113901001,14
507264,0.12,-148.76490287823967,730
507861,0.1,0.0,0
508776,0.12,-195.60511123199512,602
509139,0.11,0.0,0
510186,0.12,-68.4275426692204,123
510783,0.1,-27.927023814574763,42
511329,0.11,-55.23488895698535,89
511605,0.12,-224.02937721653151,991
513138,0.12,-67.83764402545894,102
513489,0.11,-95.41993904054735,195
513726,0.1,-1.539660242047564,1
514566,0.12,-170.23766093217816,498
515727,0.11,-154.57303232425338,396
516006,0.12,-26.15866905640897,34
516723,0.1,-114.54708378753773,350
517494,0.12,-81.92748901911673,186
517908,0.11,0.0,0
518874,0.12,-68.86048802280074,86
519618,0.1,0.0,0
520086,0.11,-33.92049873502823,61
520278,0.12,-62.785547593452335,88
521817,0.12,-24.572971918412797,16
522399,0.11,-79.08786601077179,159
522648,0.1,0.0,0
523248,0.12,-228.98428779985542,925
524643,0.11,-132.32741919785,276
524733,0.12,-39.2504832780633,49
525540,0.1,-67.46090966051852,168
526242,0.12,-130.82252666579805,395
526833,0.11,-175.16178642986364,510
527658,0.12,-5.212410950447505,6
528402,0.1,-27.102189289913426,30
529032,0.11,-5.895679994748053,11
529101,0.12,-4.201680477975573,5
530592,0.12,-1.5315850723233508,2
531273,0.1,-107.61121519055186,228
531291,0.11,-155.9282892742005,255
532074,0.12,-133.88518060017404,344
533424,0.11,-140.6396560237935,461
533559,0.12,-78.06734578354914,142
534255,0.1,-48.98046626462664,93
535029,0.12,-206.60890191214625,665
535698,0.11,-79.73054130435446,177
536421,0.12,-33.47000621707798,64
537240,0.1,-7.8741641470411645,10
537849,0.11,-26.296644565706675,42
537909,0.12,-31.387540470928407,35
539319,0.12,-58.891195565578215,154
540024,0.11,-224.3277613292867,1047
540210,0.1,0.0,0
540792,0.12,-13.8720851446053,20
542226,0.11,-1.08481953595981,1
542295,0.12,-256.36189029787516,1294
543183,0.1,-34.30641573766004,44
543699,0.12,-21.454523785560752,24
544443,0.11,-31.47539586219341,45
545172,0.12,-280.88401401528364,2048
546072,0.1,-145.15708342555507,397
546603,0.11,-190.7801658174865,466
546717,0.12,-62.109414629425736,141
548211,0.12,-178.76502122884767,854
548763,0.11,-116.14617260876078,196
549021,0.1,-180.13688815784266,691
549603,0.12,-2.5890413232392984,3
550908,0.11,-167.6547008717949,612
551079,0.12,-1.595376648229437,1
551832,0.1,0.0,0
